date;time;woj;newc;newd;totalc;totald
2020-06-03;17:30;wielkopolskie;18;1;2206;154
2020-06-03;17:30;zachodniopomorskie;7;0;548;19
2020-06-03;17:30;łódzkie;54;2;1667;73
2020-06-03;17:30;śląskie;109;7;8666;224
2020-06-03;17:30;świętokrzyskie;9;0;502;22
2020-06-04;17:30;Polska;361;2;25048;1117
2020-06-04;17:30;dolnośląskie;11;0;2660;112
2020-06-04;17:30;kujawsko-pomorskie;4;0;599;47
2020-06-04;17:30;lubelskie;1;0;504;15
2020-06-04;17:30;lubuskie;0;0;122;0
2020-06-04;17:30;mazowieckie;50;0;3738;279
2020-06-04;17:30;małopolskie;21;0;1278;40
2020-06-04;17:30;opolskie;8;0;693;49
2020-06-04;17:30;podkarpackie;0;0;388;36
2020-06-04;17:30;podlaskie;12;0;485;9
2020-06-04;17:30;pomorskie;1;0;560;35
2020-06-04;17:30;warmińsko-mazurskie;0;0;179;1
2020-06-04;17:30;wielkopolskie;10;0;2216;154
2020-06-04;17:30;zachodniopomorskie;2;0;550;19
2020-06-04;17:30;łódzkie;112;1;1779;74
2020-06-04;17:30;śląskie;120;1;8786;225
2020-06-04;17:30;świętokrzyskie;9;0;511;22
2020-06-05;17:30;Polska;371;20;25419;1137
2020-06-05;17:30;dolnośląskie;20;5;2680;117
2020-06-05;17:30;kujawsko-pomorskie;2;0;601;47
2020-06-05;17:30;lubelskie;1;0;505;15
2020-06-05;17:30;lubuskie;2;0;124;0
2020-06-05;17:30;mazowieckie;58;2;3796;281
2020-06-05;17:30;małopolskie;27;0;1305;40
2020-06-05;17:30;opolskie;17;0;710;49
2020-06-05;17:30;podkarpackie;0;0;388;36
2020-06-05;17:30;podlaskie;8;0;493;9
2020-06-05;17:30;pomorskie;4;1;564;36
2020-06-05;17:30;warmińsko-mazurskie;1;0;180;1
2020-06-05;17:30;wielkopolskie;3;0;2219;154
2020-06-05;17:30;zachodniopomorskie;3;0;553;19
2020-06-05;17:30;łódzkie;47;2;1826;76
2020-06-05;17:30;śląskie;177;10;8963;235
2020-06-05;17:30;świętokrzyskie;1;0;512;22
2020-06-06;17:30;Polska;567;16;25986;1153
2020-06-06;17:30;dolnośląskie;20;0;2700;117
2020-06-06;17:30;kujawsko-pomorskie;0;0;601;47
2020-06-06;17:30;lubelskie;3;1;508;16
2020-06-06;17:30;lubuskie;0;0;124;0
2020-06-06;17:30;mazowieckie;47;4;3843;285
2020-06-06;17:30;małopolskie;22;0;1327;40
2020-06-06;17:30;opolskie;10;0;720;49
2020-06-06;17:30;podkarpackie;1;1;389;37
2020-06-06;17:30;podlaskie;4;0;497;9
2020-06-06;17:30;pomorskie;4;0;568;36
2020-06-06;17:30;warmińsko-mazurskie;0;0;180;1
2020-06-06;17:30;wielkopolskie;40;3;2259;157
2020-06-06;17:30;zachodniopomorskie;0;0;553;19
2020-06-06;17:30;łódzkie;62;3;1888;79
2020-06-06;17:30;śląskie;351;4;9314;239
2020-06-06;17:30;świętokrzyskie;3;0;515;22
2020-06-07;17:30;Polska;575;4;26561;1157
2020-06-07;17:30;dolnośląskie;8;0;2708;117
2020-06-07;17:30;kujawsko-pomorskie;0;0;601;47
2020-06-07;17:30;lubelskie;6;0;514;16
2020-06-07;17:30;lubuskie;2;0;126;0
2020-06-07;17:30;mazowieckie;36;0;3879;285
2020-06-07;17:30;małopolskie;32;0;1359;40
2020-06-07;17:30;opolskie;8;0;728;49
2020-06-07;17:30;podkarpackie;2;0;391;37
2020-06-07;17:30;podlaskie;21;0;518;9
2020-06-07;17:30;pomorskie;1;0;569;36
2020-06-07;17:30;warmińsko-mazurskie;0;0;180;1
2020-06-07;17:30;wielkopolskie;14;0;2273;157
2020-06-07;17:30;zachodniopomorskie;1;0;554;19
2020-06-07;17:30;łódzkie;119;0;2007;79
2020-06-07;17:30;śląskie;325;3;9639;242
2020-06-07;17:30;świętokrzyskie;0;1;515;23
2020-06-08;17:30;Polska;599;9;27160;1166
2020-06-08;17:30;dolnośląskie;16;3;2724;120
2020-06-08;17:30;kujawsko-pomorskie;1;0;602;47
2020-06-08;17:30;lubelskie;1;0;515;16
2020-06-08;17:30;lubuskie;0;0;126;0
2020-06-08;17:30;mazowieckie;74;1;3953;286
2020-06-08;17:30;małopolskie;30;0;1389;40
2020-06-08;17:30;opolskie;9;0;737;49
2020-06-08;17:30;podkarpackie;5;1;396;38
2020-06-08;17:30;podlaskie;6;0;524;9
2020-06-08;17:30;pomorskie;0;1;569;37
2020-06-08;17:30;warmińsko-mazurskie;1;0;181;1
2020-06-08;17:30;wielkopolskie;13;0;2286;157
2020-06-08;17:30;zachodniopomorskie;0;0;554;19
2020-06-08;17:30;łódzkie;77;3;2084;82
2020-06-08;17:30;śląskie;326;-1;9965;241
2020-06-08;17:30;świętokrzyskie;40;1;555;24
2020-06-09;17:30;Polska;400;17;27560;1183
2020-06-09;17:30;dolnośląskie;12;2;2736;122
2020-06-09;17:30;kujawsko-pomorskie;1;0;603;47
2020-06-09;17:30;lubelskie;4;0;519;16
2020-06-09;17:30;lubuskie;3;0;129;0
2020-06-09;17:30;mazowieckie;80;-1;4033;285
2020-06-09;17:30;małopolskie;43;0;1432;40
2020-06-09;17:30;opolskie;10;0;747;49
2020-06-09;17:30;podkarpackie;11;0;407;38
2020-06-09;17:30;podlaskie;15;0;539;9
2020-06-09;17:30;pomorskie;5;0;574;37
2020-06-09;17:30;warmińsko-mazurskie;0;0;181;1
2020-06-09;17:30;wielkopolskie;14;1;2300;158
2020-06-09;17:30;zachodniopomorskie;6;0;560;19
2020-06-09;17:30;łódzkie;45;4;2129;86
2020-06-09;17:30;śląskie;137;11;10102;252
2020-06-09;17:30;świętokrzyskie;14;0;569;24
2020-06-10;17:30;Polska;197;23;27757;1206
2020-06-10;17:30;dolnośląskie;3;2;2739;124
2020-06-10;17:30;kujawsko-pomorskie;3;0;606;47
2020-06-10;17:30;lubelskie;1;0;520;16
2020-06-10;17:30;lubuskie;0;0;129;0
2020-06-10;17:30;mazowieckie;0;9;4033;294
2020-06-10;17:30;małopolskie;20;0;1452;40
2020-06-10;17:30;opolskie;13;0;760;49
2020-06-10;17:30;podkarpackie;5;0;412;38
2020-06-10;17:30;podlaskie;11;0;550;9
2020-06-10;17:30;pomorskie;5;0;579;37
2020-06-10;17:30;warmińsko-mazurskie;0;0;181;1
2020-06-10;17:30;wielkopolskie;6;3;2306;161
2020-06-10;17:30;zachodniopomorskie;5;0;565;19
2020-06-10;17:30;łódzkie;38;7;2167;93
2020-06-10;17:30;śląskie;76;1;10178;253
2020-06-10;17:30;świętokrzyskie;11;1;580;25
2020-06-11;10:00;Polska;444;9;28201;1215
2020-06-11;10:00;dolnośląskie;10;0;2749;124
2020-06-11;10:00;kujawsko-pomorskie;2;0;608;47
2020-06-11;10:00;lubelskie;2;0;522;16
2020-06-11;10:00;lubuskie;0;0;129;0
2020-06-11;10:00;mazowieckie;139;0;4172;294
2020-06-11;10:00;małopolskie;9;0;1461;40
2020-06-11;10:00;opolskie;3;0;763;49
2020-06-11;10:00;podkarpackie;2;0;414;38
2020-06-11;10:00;podlaskie;9;0;559;9
2020-06-11;10:00;pomorskie;0;0;579;37
2020-06-11;10:00;warmińsko-mazurskie;4;0;185;1
2020-06-11;10:00;wielkopolskie;27;1;2333;162
2020-06-11;10:00;zachodniopomorskie;2;0;567;19
2020-06-11;10:00;łódzkie;73;8;2240;101
2020-06-11;10:00;śląskie;157;0;10335;253
2020-06-11;10:00;świętokrzyskie;5;0;585;25
2020-06-12;10:00;Polska;376;7;28577;1222
2020-06-12;10:00;dolnośląskie;1;0;2750;124
2020-06-12;10:00;kujawsko-pomorskie;2;0;610;47
2020-06-12;10:00;lubelskie;2;0;524;16
2020-06-12;10:00;lubuskie;1;0;130;0
2020-06-12;10:00;mazowieckie;68;3;4240;297
2020-06-12;10:00;małopolskie;13;0;1474;40
2020-06-12;10:00;opolskie;9;0;772;49
2020-06-12;10:00;podkarpackie;8;0;422;38
2020-06-12;10:00;podlaskie;17;0;576;9
2020-06-12;10:00;pomorskie;2;0;581;37
2020-06-12;10:00;warmińsko-mazurskie;0;0;185;1
2020-06-12;10:00;wielkopolskie;12;1;2345;163
2020-06-12;10:00;zachodniopomorskie;2;0;569;19
2020-06-12;10:00;łódzkie;90;0;2330;101
2020-06-12;10:00;śląskie;138;2;10473;255
2020-06-12;10:00;świętokrzyskie;11;1;596;26
2020-06-13;10:00;Polska;440;15;29017;1237
2020-06-13;10:00;dolnośląskie;17;1;2767;125
2020-06-13;10:00;kujawsko-pomorskie;4;2;614;49
2020-06-13;10:00;lubelskie;6;0;530;16
2020-06-13;10:00;lubuskie;1;0;131;0
2020-06-13;10:00;mazowieckie;66;0;4306;297
2020-06-13;10:00;małopolskie;18;0;1492;40
2020-06-13;10:00;opolskie;18;0;790;49
2020-06-13;10:00;podkarpackie;16;0;438;38
2020-06-13;10:00;podlaskie;9;0;585;9
2020-06-13;10:00;pomorskie;6;0;587;37
2020-06-13;10:00;warmińsko-mazurskie;0;0;185;1
2020-06-13;10:00;wielkopolskie;24;1;2369;164
2020-06-13;10:00;zachodniopomorskie;7;0;576;19
2020-06-13;10:00;łódzkie;37;6;2367;107
2020-06-13;10:00;śląskie;209;5;10682;260
2020-06-13;10:00;świętokrzyskie;2;0;598;26
2020-06-14;10:00;Polska;375;10;29392;1247
2020-06-14;10:00;dolnośląskie;0;0;2767;125
2020-06-14;10:00;kujawsko-pomorskie;12;0;626;49
2020-06-14;10:00;lubelskie;13;0;543;16
2020-06-14;10:00;lubuskie;1;0;132;0
2020-06-14;10:00;mazowieckie;52;1;4358;298
2020-06-14;10:00;małopolskie;16;0;1508;40
2020-06-14;10:00;opolskie;5;0;795;49
2020-06-14;10:00;podkarpackie;20;2;458;40
2020-06-14;10:00;podlaskie;23;0;608;9
2020-06-14;10:00;pomorskie;1;0;588;37
2020-06-14;10:00;warmińsko-mazurskie;1;0;186;1
2020-06-14;10:00;wielkopolskie;14;1;2383;165
2020-06-14;10:00;zachodniopomorskie;5;0;581;19
2020-06-14;10:00;łódzkie;39;0;2406;107
2020-06-14;10:00;śląskie;160;6;10842;266
2020-06-14;10:00;świętokrzyskie;13;0;611;26
2020-06-15;10:00;Polska;396;9;29788;1256
2020-06-15;10:00;dolnośląskie;0;1;2767;126
2020-06-15;10:00;kujawsko-pomorskie;0;0;626;49
2020-06-15;10:00;lubelskie;1;0;544;16
2020-06-15;10:00;lubuskie;1;0;133;0
2020-06-15;10:00;mazowieckie;56;2;4414;300
2020-06-15;10:00;małopolskie;9;0;1517;40
2020-06-15;10:00;opolskie;8;1;803;50
2020-06-15;10:00;podkarpackie;14;0;472;40
2020-06-15;10:00;podlaskie;13;0;621;9
2020-06-15;10:00;pomorskie;0;1;588;38
2020-06-15;10:00;warmińsko-mazurskie;0;0;186;1
2020-06-15;10:00;wielkopolskie;17;0;2400;165
2020-06-15;10:00;zachodniopomorskie;2;1;583;20
2020-06-15;10:00;łódzkie;73;0;2479;107
2020-06-15;10:00;śląskie;188;3;11030;269
2020-06-15;10:00;świętokrzyskie;14;0;625;26
2020-06-16;10:00;Polska;407;16;30195;1272
2020-06-16;10:00;dolnośląskie;11;3;2778;129
2020-06-16;10:00;kujawsko-pomorskie;1;0;627;49
2020-06-16;10:00;lubelskie;9;0;553;16
2020-06-16;10:00;lubuskie;0;0;133;0
2020-06-16;10:00;mazowieckie;36;3;4450;303
2020-06-16;10:00;małopolskie;12;0;1529;40
2020-06-16;10:00;opolskie;8;0;811;50
2020-06-16;10:00;podkarpackie;13;0;485;40
2020-06-16;10:00;podlaskie;7;0;628;9
2020-06-16;10:00;pomorskie;2;0;590;38
2020-06-16;10:00;warmińsko-mazurskie;6;0;192;1
2020-06-16;10:00;wielkopolskie;8;1;2408;166
2020-06-16;10:00;zachodniopomorskie;5;0;588;20
2020-06-16;10:00;łódzkie;62;6;2541;113
2020-06-16;10:00;śląskie;216;3;11246;272
2020-06-16;10:00;świętokrzyskie;11;0;636;26
2020-06-17;10:00;Polska;506;14;30701;1286
2020-06-17;10:00;dolnośląskie;36;0;2814;129
2020-06-17;10:00;kujawsko-pomorskie;3;0;630;49
2020-06-17;10:00;lubelskie;2;0;555;16
2020-06-17;10:00;lubuskie;16;0;149;0
2020-06-17;10:00;mazowieckie;57;5;4507;308
2020-06-17;10:00;małopolskie;23;0;1552;40
2020-06-17;10:00;opolskie;7;0;818;50
2020-06-17;10:00;podkarpackie;19;0;504;40
2020-06-17;10:00;podlaskie;18;0;646;9
2020-06-17;10:00;pomorskie;6;0;596;38
2020-06-17;10:00;warmińsko-mazurskie;9;0;201;1
2020-06-17;10:00;wielkopolskie;12;0;2420;166
2020-06-17;10:00;zachodniopomorskie;3;0;591;20
2020-06-17;10:00;łódzkie;64;4;2605;117
2020-06-17;10:00;śląskie;209;4;11455;276
2020-06-17;10:00;świętokrzyskie;22;1;658;27
2020-06-18;10:00;Polska;314;30;31015;1316
2020-06-18;10:00;dolnośląskie;11;4;2825;133
2020-06-18;10:00;kujawsko-pomorskie;11;0;641;49
2020-06-18;10:00;lubelskie;6;0;561;16
2020-06-18;10:00;lubuskie;0;0;149;0
2020-06-18;10:00;mazowieckie;44;2;4551;310
2020-06-18;10:00;małopolskie;12;1;1564;41
2020-06-18;10:00;opolskie;6;0;824;50
2020-06-18;10:00;podkarpackie;12;2;516;42
2020-06-18;10:00;podlaskie;13;0;659;9
2020-06-18;10:00;pomorskie;3;0;599;38
2020-06-18;10:00;warmińsko-mazurskie;6;0;207;1
2020-06-18;10:00;wielkopolskie;9;0;2429;166
2020-06-18;10:00;zachodniopomorskie;0;0;591;20
2020-06-18;10:00;łódzkie;75;13;2680;130
2020-06-18;10:00;śląskie;88;5;11543;281
2020-06-18;10:00;świętokrzyskie;18;3;676;30
2020-06-19;10:00;Polska;301;18;31316;1334
2020-06-19;10:00;dolnośląskie;13;2;2838;135
2020-06-19;10:00;kujawsko-pomorskie;3;0;644;49
2020-06-19;10:00;lubelskie;15;1;576;17
2020-06-19;10:00;lubuskie;0;0;149;0
2020-06-19;10:00;mazowieckie;84;0;4635;310
2020-06-19;10:00;małopolskie;13;0;1577;41
2020-06-19;10:00;opolskie;10;0;834;50
2020-06-19;10:00;podkarpackie;13;3;529;45
2020-06-19;10:00;podlaskie;14;1;673;10
2020-06-19;10:00;pomorskie;2;0;601;38
2020-06-19;10:00;warmińsko-mazurskie;5;0;212;1
2020-06-19;10:00;wielkopolskie;11;1;2440;167
2020-06-19;10:00;zachodniopomorskie;4;0;595;20
2020-06-19;10:00;łódzkie;63;3;2743;133
2020-06-19;10:00;śląskie;40;7;11583;288
2020-06-19;10:00;świętokrzyskie;11;0;687;30
2020-06-20;10:00;Polska;304;12;31620;1346
2020-06-20;10:00;dolnośląskie;13;0;2851;135
2020-06-20;10:00;kujawsko-pomorskie;5;1;649;50
2020-06-20;10:00;lubelskie;5;0;581;17
2020-06-20;10:00;lubuskie;3;0;152;0
2020-06-20;10:00;mazowieckie;52;4;4687;314
2020-06-20;10:00;małopolskie;23;2;1600;43
2020-06-20;10:00;opolskie;4;0;838;50
2020-06-20;10:00;podkarpackie;7;1;536;46
2020-06-20;10:00;podlaskie;15;0;688;10
2020-06-20;10:00;pomorskie;2;0;603;38
2020-06-20;10:00;warmińsko-mazurskie;-3;0;209;1
2020-06-20;10:00;wielkopolskie;8;2;2448;169
2020-06-20;10:00;zachodniopomorskie;1;0;596;20
2020-06-20;10:00;łódzkie;44;0;2787;133
2020-06-20;10:00;śląskie;114;0;11697;288
2020-06-20;10:00;świętokrzyskie;11;2;698;32
2020-06-21;10:00;Polska;311;10;31931;1356
2020-06-21;10:00;dolnośląskie;2;0;2853;135
2020-06-21;10:00;kujawsko-pomorskie;3;0;652;50
2020-06-21;10:00;lubelskie;11;0;592;17
2020-06-21;10:00;lubuskie;1;0;153;0
2020-06-21;10:00;mazowieckie;39;0;4726;314
2020-06-21;10:00;małopolskie;16;1;1616;44
2020-06-21;10:00;opolskie;14;0;852;50
2020-06-21;10:00;podkarpackie;13;1;549;47
2020-06-21;10:00;podlaskie;15;0;703;10
2020-06-21;10:00;pomorskie;12;0;615;38
2020-06-21;10:00;warmińsko-mazurskie;0;0;209;1
2020-06-21;10:00;wielkopolskie;7;1;2455;170
2020-06-21;10:00;zachodniopomorskie;1;0;597;20
2020-06-21;10:00;łódzkie;43;7;2830;140
2020-06-21;10:00;śląskie;128;0;11825;288
2020-06-21;10:00;świętokrzyskie;6;0;704;32
2020-06-22;10:00;Polska;296;3;32227;1359
2020-06-22;10:00;dolnośląskie;4;1;2857;136
2020-06-22;10:00;kujawsko-pomorskie;0;-1;652;49
2020-06-22;10:00;lubelskie;14;0;606;17
2020-06-22;10:00;lubuskie;-8;0;145;0
2020-06-22;10:00;mazowieckie;33;0;4759;314
2020-06-22;10:00;małopolskie;6;0;1622;44
2020-06-22;10:00;opolskie;0;0;852;50
2020-06-22;10:00;podkarpackie;8;0;557;47
2020-06-22;10:00;podlaskie;23;0;726;10
2020-06-22;10:00;pomorskie;2;0;617;38
2020-06-22;10:00;warmińsko-mazurskie;2;0;211;1
2020-06-22;10:00;wielkopolskie;19;0;2474;170
2020-06-22;10:00;zachodniopomorskie;0;0;597;20
2020-06-22;10:00;łódzkie;48;0;2878;140
2020-06-22;10:00;śląskie;130;3;11955;291
2020-06-22;10:00;świętokrzyskie;15;0;719;32
2020-06-23;10:00;Polska;300;16;32527;1375
2020-06-23;10:00;dolnośląskie;10;1;2867;137
2020-06-23;10:00;kujawsko-pomorskie;0;0;652;49
2020-06-23;10:00;lubelskie;4;0;610;17
2020-06-23;10:00;lubuskie;0;0;145;0
2020-06-23;10:00;mazowieckie;40;4;4799;318
2020-06-23;10:00;małopolskie;2;0;1624;44
2020-06-23;10:00;opolskie;5;0;857;50
2020-06-23;10:00;podkarpackie;8;1;565;48
2020-06-23;10:00;podlaskie;10;0;736;10
2020-06-23;10:00;pomorskie;19;0;636;38
2020-06-23;10:00;warmińsko-mazurskie;2;0;213;1
2020-06-23;10:00;wielkopolskie;27;0;2501;170
2020-06-23;10:00;zachodniopomorskie;2;0;599;20
2020-06-23;10:00;łódzkie;40;5;2918;145
2020-06-23;10:00;śląskie;129;3;12084;294
2020-06-23;10:00;świętokrzyskie;2;2;721;34
2020-06-24;10:00;Polska;294;21;32821;1396
2020-06-24;10:00;dolnośląskie;11;0;2878;137
2020-06-24;10:00;kujawsko-pomorskie;1;0;653;49
2020-06-24;10:00;lubelskie;4;0;614;17
2020-06-24;10:00;lubuskie;0;0;145;0
2020-06-24;10:00;mazowieckie;33;6;4832;324
2020-06-24;10:00;małopolskie;5;0;1629;44
2020-06-24;10:00;opolskie;9;0;866;50
2020-06-24;10:00;podkarpackie;12;2;577;50
2020-06-24;10:00;podlaskie;13;0;749;10
2020-06-24;10:00;pomorskie;7;0;643;38
2020-06-24;10:00;warmińsko-mazurskie;10;0;223;1
2020-06-24;10:00;wielkopolskie;17;1;2518;171
2020-06-24;10:00;zachodniopomorskie;4;0;603;20
2020-06-24;10:00;łódzkie;39;3;2957;148
2020-06-24;10:00;śląskie;108;7;12192;301
2020-06-24;10:00;świętokrzyskie;21;2;742;36
2020-06-25;10:00;Polska;298;16;33119;1412
2020-06-25;10:00;dolnośląskie;6;1;2884;138
2020-06-25;10:00;kujawsko-pomorskie;8;0;661;49
2020-06-25;10:00;lubelskie;5;0;619;17
2020-06-25;10:00;lubuskie;1;0;146;0
2020-06-25;10:00;mazowieckie;29;0;4861;324
2020-06-25;10:00;małopolskie;11;0;1640;44
2020-06-25;10:00;opolskie;23;0;889;50
2020-06-25;10:00;podkarpackie;12;0;589;50
2020-06-25;10:00;podlaskie;14;0;763;10
2020-06-25;10:00;pomorskie;3;0;646;38
2020-06-25;10:00;warmińsko-mazurskie;4;0;227;1
2020-06-25;10:00;wielkopolskie;9;1;2527;172
2020-06-25;10:00;zachodniopomorskie;1;0;604;20
2020-06-25;10:00;łódzkie;39;7;2996;155
2020-06-25;10:00;śląskie;125;7;12317;308
2020-06-25;10:00;świętokrzyskie;8;0;750;36
2020-06-26;10:00;Polska;276;17;33395;1429
2020-06-26;10:00;dolnośląskie;18;1;2902;139
2020-06-26;10:00;kujawsko-pomorskie;0;0;661;49
2020-06-26;10:00;lubelskie;3;0;622;17
2020-06-26;10:00;lubuskie;1;0;147;0
2020-06-26;10:00;mazowieckie;41;2;4902;326
2020-06-26;10:00;małopolskie;17;0;1657;44
2020-06-26;10:00;opolskie;3;0;892;50
2020-06-26;10:00;podkarpackie;14;0;603;50
2020-06-26;10:00;podlaskie;15;0;778;10
2020-06-26;10:00;pomorskie;3;0;649;38
2020-06-26;10:00;warmińsko-mazurskie;9;0;236;1
2020-06-26;10:00;wielkopolskie;35;0;2562;172
2020-06-26;10:00;zachodniopomorskie;4;0;608;20
2020-06-26;10:00;łódzkie;15;5;3011;160
2020-06-26;10:00;śląskie;96;9;12413;317
2020-06-26;10:00;świętokrzyskie;2;0;752;36
2020-06-27;10:00;Polska;319;6;33714;1435
2020-06-27;10:00;dolnośląskie;6;0;2908;139
2020-06-27;10:00;kujawsko-pomorskie;5;0;666;49
2020-06-27;10:00;lubelskie;10;0;632;17
2020-06-27;10:00;lubuskie;2;0;149;0
2020-06-27;10:00;mazowieckie;41;1;4943;327
2020-06-27;10:00;małopolskie;10;0;1667;44
2020-06-27;10:00;opolskie;21;1;913;51
2020-06-27;10:00;podkarpackie;18;0;621;50
2020-06-27;10:00;podlaskie;9;0;787;10
2020-06-27;10:00;pomorskie;4;0;653;38
2020-06-27;10:00;warmińsko-mazurskie;0;0;236;1
2020-06-27;10:00;wielkopolskie;48;2;2610;174
2020-06-27;10:00;zachodniopomorskie;1;0;609;20
2020-06-27;10:00;łódzkie;49;1;3060;161
2020-06-27;10:00;śląskie;81;0;12494;317
2020-06-27;10:00;świętokrzyskie;14;1;766;37
2020-06-28;10:00;Polska;193;3;33907;1438
2020-06-28;10:00;dolnośląskie;2;0;2910;139
2020-06-28;10:00;kujawsko-pomorskie;3;0;669;49
2020-06-28;10:00;lubelskie;10;0;642;17
2020-06-28;10:00;lubuskie;0;0;149;0
2020-06-28;10:00;mazowieckie;32;-1;4975;326
2020-06-28;10:00;małopolskie;18;0;1685;44
2020-06-28;10:00;opolskie;19;0;932;51
2020-06-28;10:00;podkarpackie;14;0;635;50
2020-06-28;10:00;podlaskie;19;0;806;10
2020-06-28;10:00;pomorskie;4;0;657;38
2020-06-28;10:00;warmińsko-mazurskie;4;0;240;1
2020-06-28;10:00;wielkopolskie;2;1;2612;175
2020-06-28;10:00;zachodniopomorskie;0;0;609;20
2020-06-28;10:00;łódzkie;26;0;3086;161
2020-06-28;10:00;śląskie;30;2;12524;319
2020-06-28;10:00;świętokrzyskie;10;1;776;38
2020-06-29;10:00;Polska;247;6;34154;1444
2020-06-29;10:00;dolnośląskie;3;0;2913;139
2020-06-29;10:00;kujawsko-pomorskie;0;0;669;49
2020-06-29;10:00;lubelskie;9;0;651;17
2020-06-29;10:00;lubuskie;0;0;149;0
2020-06-29;10:00;mazowieckie;27;1;5002;327
2020-06-29;10:00;małopolskie;16;0;1701;44
2020-06-29;10:00;opolskie;8;0;940;51
2020-06-29;10:00;podkarpackie;12;0;647;50
2020-06-29;10:00;podlaskie;17;0;823;10
2020-06-29;10:00;pomorskie;9;0;666;38
2020-06-29;10:00;warmińsko-mazurskie;2;0;242;1
2020-06-29;10:00;wielkopolskie;31;0;2643;175
2020-06-29;10:00;zachodniopomorskie;0;0;609;20
2020-06-29;10:00;łódzkie;21;0;3107;161
2020-06-29;10:00;śląskie;78;5;12602;324
2020-06-29;10:00;świętokrzyskie;14;0;790;38
2020-06-30;10:00;Polska;239;19;34393;1463
2020-06-30;10:00;dolnośląskie;6;4;2919;143
2020-06-30;10:00;kujawsko-pomorskie;3;0;672;49
2020-06-30;10:00;lubelskie;0;1;651;18
2020-06-30;10:00;lubuskie;2;0;151;0
2020-06-30;10:00;mazowieckie;21;3;5023;330
2020-06-30;10:00;małopolskie;44;0;1745;44
2020-06-30;10:00;opolskie;1;0;941;51
2020-06-30;10:00;podkarpackie;2;0;649;50
2020-06-30;10:00;podlaskie;20;0;843;10
2020-06-30;10:00;pomorskie;1;0;667;38
2020-06-30;10:00;warmińsko-mazurskie;2;0;244;1
2020-06-30;10:00;wielkopolskie;26;1;2669;176
2020-06-30;10:00;zachodniopomorskie;2;2;611;22
2020-06-30;10:00;łódzkie;17;2;3124;163
2020-06-30;10:00;śląskie;84;5;12686;329
2020-06-30;10:00;świętokrzyskie;8;1;798;39
2020-07-01;10:00;Polska;382;14;34775;1477
2020-07-01;10:00;dolnośląskie;5;0;2924;143
2020-07-01;10:00;kujawsko-pomorskie;4;0;676;49
2020-07-01;10:00;lubelskie;7;0;658;18
2020-07-01;10:00;lubuskie;0;0;151;0
2020-07-01;10:00;mazowieckie;20;9;5043;339
2020-07-01;10:00;małopolskie;18;0;1763;44
2020-07-01;10:00;opolskie;7;0;948;51
2020-07-01;10:00;podkarpackie;20;0;669;50
2020-07-01;10:00;podlaskie;5;0;848;10
2020-07-01;10:00;pomorskie;0;0;667;38
2020-07-01;10:00;warmińsko-mazurskie;6;0;250;1
2020-07-01;10:00;wielkopolskie;107;0;2776;176
2020-07-01;10:00;zachodniopomorskie;0;0;611;22
2020-07-01;10:00;łódzkie;10;1;3134;164
2020-07-01;10:00;śląskie;169;3;12855;332
2020-07-01;10:00;świętokrzyskie;4;1;802;40
2020-07-02;10:00;Polska;371;15;35146;1492
2020-07-02;10:00;dolnośląskie;6;6;2930;149
2020-07-02;10:00;kujawsko-pomorskie;2;0;678;49
2020-07-02;10:00;lubelskie;6;0;664;18
2020-07-02;10:00;lubuskie;0;0;151;0
2020-07-02;10:00;mazowieckie;45;0;5088;339
2020-07-02;10:00;małopolskie;29;0;1792;44
2020-07-02;10:00;opolskie;7;0;955;51
2020-07-02;10:00;podkarpackie;13;1;682;51
2020-07-02;10:00;podlaskie;6;0;854;10
2020-07-02;10:00;pomorskie;10;0;677;38
2020-07-02;10:00;warmińsko-mazurskie;12;0;262;1
2020-07-02;10:00;wielkopolskie;28;1;2804;177
2020-07-02;10:00;zachodniopomorskie;0;0;611;22
2020-07-02;10:00;łódzkie;52;5;3186;169
2020-07-02;10:00;śląskie;148;2;13003;334
2020-07-02;10:00;świętokrzyskie;7;0;809;40
2020-07-03;10:00;Polska;259;15;35405;1507
2020-07-03;10:00;dolnośląskie;3;0;2933;149
2020-07-03;10:00;kujawsko-pomorskie;1;0;679;49
2020-07-03;10:00;lubelskie;4;0;668;18
2020-07-03;10:00;lubuskie;0;0;151;0
2020-07-03;10:00;mazowieckie;36;3;5124;342
2020-07-03;10:00;małopolskie;13;0;1805;44
2020-07-03;10:00;opolskie;9;0;964;51
2020-07-03;10:00;podkarpackie;12;0;694;51
2020-07-03;10:00;podlaskie;7;2;861;12
2020-07-03;10:00;pomorskie;4;0;681;38
2020-07-03;10:00;warmińsko-mazurskie;5;0;267;1
2020-07-03;10:00;wielkopolskie;46;1;2850;178
2020-07-03;10:00;zachodniopomorskie;2;0;613;22
2020-07-03;10:00;łódzkie;24;4;3210;173
2020-07-03;10:00;śląskie;80;5;13083;339
2020-07-03;10:00;świętokrzyskie;13;0;822;40
2020-07-04;10:00;Polska;314;5;35719;1512
2020-07-04;10:00;dolnośląskie;3;0;2936;149
2020-07-04;10:00;kujawsko-pomorskie;0;0;679;49
2020-07-04;10:00;lubelskie;10;0;678;18
2020-07-04;10:00;lubuskie;0;0;151;0
2020-07-04;10:00;mazowieckie;28;2;5152;344
2020-07-04;10:00;małopolskie;29;0;1834;44
2020-07-04;10:00;opolskie;3;0;967;51
