date;time;woj;newc;newd;totalc;totald
2020-05-03;13:00;świętokrzyskie;7;0;278;8
2020-05-04;17:40;Polska;313;20;14006;698
2020-05-04;17:40;dolnośląskie;78;1;1723;53
2020-05-04;17:40;kujawsko-pomorskie;0;1;557;30
2020-05-04;17:40;lubelskie;0;0;374;14
2020-05-04;17:40;lubuskie;2;0;90;0
2020-05-04;17:40;mazowieckie;45;4;2553;211
2020-05-04;17:40;małopolskie;32;0;976;31
2020-05-04;17:40;opolskie;13;1;435;29
2020-05-04;17:40;podkarpackie;13;0;363;24
2020-05-04;17:40;podlaskie;0;0;378;5
2020-05-04;17:40;pomorskie;0;3;444;18
2020-05-04;17:40;warmińsko-mazurskie;2;0;150;1
2020-05-04;17:40;wielkopolskie;11;2;1529;95
2020-05-04;17:40;zachodniopomorskie;14;4;428;14
2020-05-04;17:40;łódzkie;19;-1;1068;33
2020-05-04;17:40;śląskie;80;5;2656;132
2020-05-04;17:40;świętokrzyskie;4;0;282;8
2020-05-05;17:30;Polska;425;18;14431;716
2020-05-05;17:30;dolnośląskie;46;4;1769;57
2020-05-05;17:30;kujawsko-pomorskie;4;0;561;30
2020-05-05;17:30;lubelskie;0;0;374;14
2020-05-05;17:30;lubuskie;2;0;92;0
2020-05-05;17:30;mazowieckie;78;3;2631;214
2020-05-05;17:30;małopolskie;21;1;997;32
2020-05-05;17:30;opolskie;5;1;440;30
2020-05-05;17:30;podkarpackie;3;0;366;24
2020-05-05;17:30;podlaskie;1;1;379;6
2020-05-05;17:30;pomorskie;7;1;451;19
2020-05-05;17:30;warmińsko-mazurskie;4;0;154;1
2020-05-05;17:30;wielkopolskie;69;3;1598;98
2020-05-05;17:30;zachodniopomorskie;13;0;441;14
2020-05-05;17:30;łódzkie;20;2;1088;35
2020-05-05;17:30;śląskie;134;1;2790;133
2020-05-05;17:30;świętokrzyskie;18;1;300;9
2020-05-06;17:30;Polska;309;17;14740;733
2020-05-06;17:30;dolnośląskie;20;0;1789;57
2020-05-06;17:30;kujawsko-pomorskie;0;0;561;30
2020-05-06;17:30;lubelskie;6;0;380;14
2020-05-06;17:30;lubuskie;-2;0;90;0
2020-05-06;17:30;mazowieckie;42;1;2673;215
2020-05-06;17:30;małopolskie;12;0;1009;32
2020-05-06;17:30;opolskie;10;1;450;31
2020-05-06;17:30;podkarpackie;0;1;366;25
2020-05-06;17:30;podlaskie;1;0;380;6
2020-05-06;17:30;pomorskie;9;2;460;21
2020-05-06;17:30;warmińsko-mazurskie;-2;0;152;1
2020-05-06;17:30;wielkopolskie;18;4;1616;102
2020-05-06;17:30;zachodniopomorskie;11;1;452;15
2020-05-06;17:30;łódzkie;27;1;1115;36
2020-05-06;17:30;śląskie;157;5;2947;138
2020-05-06;17:30;świętokrzyskie;0;1;300;10
2020-05-07;17:30;Polska;307;22;15047;755
2020-05-07;17:30;dolnośląskie;36;2;1825;59
2020-05-07;17:30;kujawsko-pomorskie;5;1;566;31
2020-05-07;17:30;lubelskie;1;0;381;14
2020-05-07;17:30;lubuskie;2;0;92;0
2020-05-07;17:30;mazowieckie;36;2;2709;217
2020-05-07;17:30;małopolskie;10;1;1019;33
2020-05-07;17:30;opolskie;9;1;459;32
2020-05-07;17:30;podkarpackie;2;2;368;27
2020-05-07;17:30;podlaskie;1;1;381;7
2020-05-07;17:30;pomorskie;8;1;468;22
2020-05-07;17:30;warmińsko-mazurskie;4;0;156;1
2020-05-07;17:30;wielkopolskie;24;3;1640;105
2020-05-07;17:30;zachodniopomorskie;8;1;460;16
2020-05-07;17:30;łódzkie;42;3;1157;39
2020-05-07;17:30;śląskie;116;4;3063;142
2020-05-07;17:30;świętokrzyskie;3;0;303;10
2020-05-08;17:30;Polska;319;21;15366;776
2020-05-08;17:30;dolnośląskie;45;7;1870;66
2020-05-08;17:30;kujawsko-pomorskie;5;1;571;32
2020-05-08;17:30;lubelskie;3;0;384;14
2020-05-08;17:30;lubuskie;0;0;92;0
2020-05-08;17:30;mazowieckie;22;2;2731;219
2020-05-08;17:30;małopolskie;14;0;1033;33
2020-05-08;17:30;opolskie;16;1;475;33
2020-05-08;17:30;podkarpackie;2;0;370;27
2020-05-08;17:30;podlaskie;2;0;383;7
2020-05-08;17:30;pomorskie;9;1;477;23
2020-05-08;17:30;warmińsko-mazurskie;1;0;157;1
2020-05-08;17:30;wielkopolskie;15;3;1655;108
2020-05-08;17:30;zachodniopomorskie;4;0;464;16
2020-05-08;17:30;łódzkie;-7;1;1150;40
2020-05-08;17:30;śląskie;179;4;3242;146
2020-05-08;17:30;świętokrzyskie;9;1;312;11
2020-05-09;17:30;Polska;285;9;15651;785
2020-05-09;17:30;dolnośląskie;33;1;1903;67
2020-05-09;17:30;kujawsko-pomorskie;1;0;572;32
2020-05-09;17:30;lubelskie;2;0;386;14
2020-05-09;17:30;lubuskie;0;0;92;0
2020-05-09;17:30;mazowieckie;34;3;2765;222
2020-05-09;17:30;małopolskie;10;1;1043;34
2020-05-09;17:30;opolskie;3;0;478;33
2020-05-09;17:30;podkarpackie;0;0;370;27
2020-05-09;17:30;podlaskie;0;0;383;7
2020-05-09;17:30;pomorskie;1;1;478;24
2020-05-09;17:30;warmińsko-mazurskie;3;0;160;1
2020-05-09;17:30;wielkopolskie;15;3;1670;111
2020-05-09;17:30;zachodniopomorskie;5;0;469;16
2020-05-09;17:30;łódzkie;16;0;1166;40
2020-05-09;17:30;śląskie;153;0;3395;146
2020-05-09;17:30;świętokrzyskie;9;0;321;11
2020-05-10;17:30;Polska;345;15;15996;800
2020-05-10;17:30;dolnośląskie;99;0;2002;67
2020-05-10;17:30;kujawsko-pomorskie;2;0;574;32
2020-05-10;17:30;lubelskie;2;0;388;14
2020-05-10;17:30;lubuskie;0;0;92;0
2020-05-10;17:30;mazowieckie;26;0;2791;222
2020-05-10;17:30;małopolskie;4;1;1047;35
2020-05-10;17:30;opolskie;12;1;490;34
2020-05-10;17:30;podkarpackie;1;1;371;28
2020-05-10;17:30;podlaskie;1;0;384;7
2020-05-10;17:30;pomorskie;3;2;481;26
2020-05-10;17:30;warmińsko-mazurskie;2;0;162;1
2020-05-10;17:30;wielkopolskie;2;5;1672;116
2020-05-10;17:30;zachodniopomorskie;4;0;473;16
2020-05-10;17:30;łódzkie;12;0;1178;40
2020-05-10;17:30;śląskie;171;4;3566;150
2020-05-10;17:30;świętokrzyskie;4;1;325;12
2020-05-11;17:30;Polska;330;11;16326;811
2020-05-11;17:30;dolnośląskie;22;5;2024;72
2020-05-11;17:30;kujawsko-pomorskie;3;0;577;32
2020-05-11;17:30;lubelskie;4;0;392;14
2020-05-11;17:30;lubuskie;0;0;92;0
2020-05-11;17:30;mazowieckie;17;0;2808;222
2020-05-11;17:30;małopolskie;24;0;1071;35
2020-05-11;17:30;opolskie;5;1;495;35
2020-05-11;17:30;podkarpackie;0;1;371;29
2020-05-11;17:30;podlaskie;0;0;384;7
2020-05-11;17:30;pomorskie;4;1;485;27
2020-05-11;17:30;warmińsko-mazurskie;0;0;162;1
2020-05-11;17:30;wielkopolskie;27;2;1699;118
2020-05-11;17:30;zachodniopomorskie;1;0;474;16
2020-05-11;17:30;łódzkie;10;0;1188;40
2020-05-11;17:30;śląskie;213;1;3779;151
2020-05-11;17:30;świętokrzyskie;0;0;325;12
2020-05-12;17:30;Polska;595;28;16921;839
2020-05-12;17:30;dolnośląskie;32;6;2056;78
2020-05-12;17:30;kujawsko-pomorskie;0;2;577;34
2020-05-12;17:30;lubelskie;4;0;396;14
2020-05-12;17:30;lubuskie;0;0;92;0
2020-05-12;17:30;mazowieckie;21;3;2829;225
2020-05-12;17:30;małopolskie;3;0;1074;35
2020-05-12;17:30;opolskie;3;0;498;35
2020-05-12;17:30;podkarpackie;0;0;371;29
2020-05-12;17:30;podlaskie;1;0;385;7
2020-05-12;17:30;pomorskie;4;1;489;28
2020-05-12;17:30;warmińsko-mazurskie;2;0;164;1
2020-05-12;17:30;wielkopolskie;11;5;1710;123
2020-05-12;17:30;zachodniopomorskie;6;0;480;16
2020-05-12;17:30;łódzkie;13;4;1201;44
2020-05-12;17:30;śląskie;492;6;4271;157
2020-05-12;17:30;świętokrzyskie;3;1;328;13
2020-05-13;18:00;Polska;283;22;17204;861
2020-05-13;18:00;dolnośląskie;44;1;2100;79
2020-05-13;18:00;kujawsko-pomorskie;0;5;577;39
2020-05-13;18:00;lubelskie;2;0;398;14
2020-05-13;18:00;lubuskie;0;0;92;0
2020-05-13;18:00;mazowieckie;51;3;2880;228
2020-05-13;18:00;małopolskie;10;0;1084;35
2020-05-13;18:00;opolskie;4;1;502;36
2020-05-13;18:00;podkarpackie;0;0;371;29
2020-05-13;18:00;podlaskie;0;0;385;7
2020-05-13;18:00;pomorskie;2;0;491;28
2020-05-13;18:00;warmińsko-mazurskie;4;0;168;1
2020-05-13;18:00;wielkopolskie;12;10;1722;133
2020-05-13;18:00;zachodniopomorskie;6;0;486;16
2020-05-13;18:00;łódzkie;11;1;1212;45
2020-05-13;18:00;śląskie;128;1;4399;158
2020-05-13;18:00;świętokrzyskie;9;0;337;13
2020-05-14;17:30;Polska;411;22;17615;883
2020-05-14;17:30;dolnośląskie;25;3;2125;82
2020-05-14;17:30;kujawsko-pomorskie;1;1;578;40
2020-05-14;17:30;lubelskie;2;0;400;14
2020-05-14;17:30;lubuskie;0;0;92;0
2020-05-14;17:30;mazowieckie;22;2;2902;230
2020-05-14;17:30;małopolskie;24;0;1108;35
2020-05-14;17:30;opolskie;8;2;510;38
2020-05-14;17:30;podkarpackie;2;1;373;30
2020-05-14;17:30;podlaskie;1;1;386;8
2020-05-14;17:30;pomorskie;1;0;492;28
2020-05-14;17:30;warmińsko-mazurskie;1;0;169;1
2020-05-14;17:30;wielkopolskie;13;2;1735;135
2020-05-14;17:30;zachodniopomorskie;2;1;488;17
2020-05-14;17:30;łódzkie;7;0;1219;45
2020-05-14;17:30;śląskie;302;8;4701;166
2020-05-14;17:30;świętokrzyskie;0;1;337;14
2020-05-15;17:30;Polska;401;24;18016;907
2020-05-15;17:30;dolnośląskie;16;7;2141;89
2020-05-15;17:30;kujawsko-pomorskie;3;2;581;42
2020-05-15;17:30;lubelskie;1;0;401;14
2020-05-15;17:30;lubuskie;0;0;92;0
2020-05-15;17:30;mazowieckie;28;0;2930;230
2020-05-15;17:30;małopolskie;9;0;1117;35
2020-05-15;17:30;opolskie;17;1;527;39
2020-05-15;17:30;podkarpackie;0;1;373;31
2020-05-15;17:30;podlaskie;1;1;387;9
2020-05-15;17:30;pomorskie;1;0;493;28
2020-05-15;17:30;warmińsko-mazurskie;1;0;170;1
2020-05-15;17:30;wielkopolskie;17;1;1752;136
2020-05-15;17:30;zachodniopomorskie;3;1;491;18
2020-05-15;17:30;łódzkie;8;1;1227;46
2020-05-15;17:30;śląskie;293;6;4994;172
2020-05-15;17:30;świętokrzyskie;3;3;340;17
2020-05-16;17:30;Polska;241;8;18257;915
2020-05-16;17:30;dolnośląskie;19;0;2160;89
2020-05-16;17:30;kujawsko-pomorskie;1;0;582;42
2020-05-16;17:30;lubelskie;0;0;401;14
2020-05-16;17:30;lubuskie;0;0;92;0
2020-05-16;17:30;mazowieckie;19;1;2949;231
2020-05-16;17:30;małopolskie;7;2;1124;37
2020-05-16;17:30;opolskie;8;0;535;39
2020-05-16;17:30;podkarpackie;1;0;374;31
2020-05-16;17:30;podlaskie;0;-1;387;8
2020-05-16;17:30;pomorskie;7;0;500;28
2020-05-16;17:30;warmińsko-mazurskie;0;0;170;1
2020-05-16;17:30;wielkopolskie;5;2;1757;138
2020-05-16;17:30;zachodniopomorskie;1;0;492;18
2020-05-16;17:30;łódzkie;7;1;1234;47
2020-05-16;17:30;śląskie;165;3;5159;175
2020-05-16;17:30;świętokrzyskie;1;0;341;17
2020-05-17;17:30;Polska;272;10;18529;925
2020-05-17;17:30;dolnośląskie;6;0;2166;89
2020-05-17;17:30;kujawsko-pomorskie;0;1;582;43
2020-05-17;17:30;lubelskie;1;0;402;14
2020-05-17;17:30;lubuskie;0;0;92;0
2020-05-17;17:30;mazowieckie;21;1;2970;232
2020-05-17;17:30;małopolskie;4;2;1128;39
2020-05-17;17:30;opolskie;9;0;544;39
2020-05-17;17:30;podkarpackie;0;0;374;31
2020-05-17;17:30;podlaskie;1;1;388;9
2020-05-17;17:30;pomorskie;2;0;502;28
2020-05-17;17:30;warmińsko-mazurskie;0;0;170;1
2020-05-17;17:30;wielkopolskie;40;1;1797;139
2020-05-17;17:30;zachodniopomorskie;2;0;494;18
2020-05-17;17:30;łódzkie;6;1;1240;48
2020-05-17;17:30;śląskie;180;3;5339;178
2020-05-17;17:30;świętokrzyskie;0;0;341;17
2020-05-18;17:30;Polska;356;11;18885;936
2020-05-18;17:30;dolnośląskie;60;2;2226;91
2020-05-18;17:30;kujawsko-pomorskie;0;1;582;44
2020-05-18;17:30;lubelskie;7;0;409;14
2020-05-18;17:30;lubuskie;0;0;92;0
2020-05-18;17:30;mazowieckie;33;2;3003;234
2020-05-18;17:30;małopolskie;5;0;1133;39
2020-05-18;17:30;opolskie;7;0;551;39
2020-05-18;17:30;podkarpackie;0;3;374;34
2020-05-18;17:30;podlaskie;1;0;389;9
2020-05-18;17:30;pomorskie;0;0;502;28
2020-05-18;17:30;warmińsko-mazurskie;0;0;170;1
2020-05-18;17:30;wielkopolskie;13;1;1810;140
2020-05-18;17:30;zachodniopomorskie;3;0;497;18
2020-05-18;17:30;łódzkie;11;0;1251;48
2020-05-18;17:30;śląskie;205;1;5544;179
2020-05-18;17:30;świętokrzyskie;11;1;352;18
2020-05-19;18:00;Polska;383;12;19268;948
2020-05-19;18:00;dolnośląskie;31;2;2257;93
2020-05-19;18:00;kujawsko-pomorskie;1;0;583;44
2020-05-19;18:00;lubelskie;0;0;409;14
2020-05-19;18:00;lubuskie;0;0;92;0
2020-05-19;18:00;mazowieckie;37;3;3040;237
2020-05-19;18:00;małopolskie;15;0;1148;39
2020-05-19;18:00;opolskie;4;2;555;41
2020-05-19;18:00;podkarpackie;0;0;374;34
2020-05-19;18:00;podlaskie;9;0;398;9
2020-05-19;18:00;pomorskie;1;1;503;29
2020-05-19;18:00;warmińsko-mazurskie;5;0;175;1
2020-05-19;18:00;wielkopolskie;5;0;1815;140
2020-05-19;18:00;zachodniopomorskie;5;0;502;18
2020-05-19;18:00;łódzkie;6;1;1257;49
2020-05-19;18:00;śląskie;263;2;5807;181
2020-05-19;18:00;świętokrzyskie;1;1;353;19
2020-05-20;17:30;Polska;471;14;19739;962
2020-05-20;17:30;dolnośląskie;19;1;2276;94
2020-05-20;17:30;kujawsko-pomorskie;1;0;584;44
2020-05-20;17:30;lubelskie;2;0;411;14
2020-05-20;17:30;lubuskie;0;0;92;0
2020-05-20;17:30;mazowieckie;42;5;3082;242
2020-05-20;17:30;małopolskie;2;1;1150;40
2020-05-20;17:30;opolskie;13;2;568;43
2020-05-20;17:30;podkarpackie;0;0;374;34
2020-05-20;17:30;podlaskie;7;0;405;9
2020-05-20;17:30;pomorskie;5;0;508;29
2020-05-20;17:30;warmińsko-mazurskie;0;0;175;1
2020-05-20;17:30;wielkopolskie;84;1;1899;141
2020-05-20;17:30;zachodniopomorskie;1;0;503;18
2020-05-20;17:30;łódzkie;16;2;1273;51
2020-05-20;17:30;śląskie;275;1;6082;182
2020-05-20;17:30;świętokrzyskie;4;1;357;20
2020-05-21;17:30;Polska;404;10;20143;972
2020-05-21;17:30;dolnośląskie;19;0;2295;94
2020-05-21;17:30;kujawsko-pomorskie;3;0;587;44
2020-05-21;17:30;lubelskie;6;1;417;15
2020-05-21;17:30;lubuskie;3;0;95;0
2020-05-21;17:30;mazowieckie;46;3;3128;245
2020-05-21;17:30;małopolskie;15;0;1165;40
2020-05-21;17:30;opolskie;8;0;576;43
2020-05-21;17:30;podkarpackie;1;0;375;34
2020-05-21;17:30;podlaskie;0;0;405;9
2020-05-21;17:30;pomorskie;5;0;513;29
2020-05-21;17:30;warmińsko-mazurskie;-1;0;174;1
2020-05-21;17:30;wielkopolskie;26;2;1925;143
2020-05-21;17:30;zachodniopomorskie;12;0;515;18
2020-05-21;17:30;łódzkie;6;0;1279;51
2020-05-21;17:30;śląskie;251;4;6333;186
2020-05-21;17:30;świętokrzyskie;4;0;361;20
2020-05-22;17:30;Polska;476;10;20619;982
2020-05-22;17:30;dolnośląskie;71;2;2366;96
2020-05-22;17:30;kujawsko-pomorskie;3;1;590;45
2020-05-22;17:30;lubelskie;3;0;420;15
2020-05-22;17:30;lubuskie;2;0;97;0
2020-05-22;17:30;mazowieckie;29;2;3157;247
2020-05-22;17:30;małopolskie;2;0;1167;40
2020-05-22;17:30;opolskie;10;1;586;44
2020-05-22;17:30;podkarpackie;1;0;376;34
2020-05-22;17:30;podlaskie;6;0;411;9
2020-05-22;17:30;pomorskie;4;0;517;29
2020-05-22;17:30;warmińsko-mazurskie;0;0;174;1
2020-05-22;17:30;wielkopolskie;16;2;1941;145
2020-05-22;17:30;zachodniopomorskie;2;1;517;19
2020-05-22;17:30;łódzkie;37;0;1316;51
2020-05-22;17:30;śląskie;285;1;6618;187
2020-05-22;17:30;świętokrzyskie;5;0;366;20
2020-05-23;17:30;Polska;312;11;20931;993
2020-05-23;17:30;dolnośląskie;33;0;2399;96
2020-05-23;17:30;kujawsko-pomorskie;2;0;592;45
2020-05-23;17:30;lubelskie;1;0;421;15
2020-05-23;17:30;lubuskie;2;0;99;0
2020-05-23;17:30;mazowieckie;40;0;3197;247
2020-05-23;17:30;małopolskie;4;0;1171;40
2020-05-23;17:30;opolskie;4;0;590;44
2020-05-23;17:30;podkarpackie;1;1;377;35
2020-05-23;17:30;podlaskie;3;0;414;9
2020-05-23;17:30;pomorskie;10;1;527;30
2020-05-23;17:30;warmińsko-mazurskie;1;0;175;1
2020-05-23;17:30;wielkopolskie;12;0;1953;145
2020-05-23;17:30;zachodniopomorskie;4;0;521;19
2020-05-23;17:30;łódzkie;8;7;1324;58
2020-05-23;17:30;śląskie;179;2;6797;189
2020-05-23;17:30;świętokrzyskie;8;0;374;20
2020-05-24;17:30;Polska;395;3;21326;996
2020-05-24;17:30;dolnośląskie;19;0;2418;96
2020-05-24;17:30;kujawsko-pomorskie;1;0;593;45
2020-05-24;17:30;lubelskie;13;0;434;15
2020-05-24;17:30;lubuskie;4;0;103;0
2020-05-24;17:30;mazowieckie;20;0;3217;247
2020-05-24;17:30;małopolskie;5;0;1176;40
2020-05-24;17:30;opolskie;3;1;593;45
2020-05-24;17:30;podkarpackie;1;0;378;35
2020-05-24;17:30;podlaskie;4;0;418;9
2020-05-24;17:30;pomorskie;6;0;533;30
2020-05-24;17:30;warmińsko-mazurskie;0;0;175;1
2020-05-24;17:30;wielkopolskie;102;0;2055;145
2020-05-24;17:30;zachodniopomorskie;1;0;522;19
2020-05-24;17:30;łódzkie;23;0;1347;58
2020-05-24;17:30;śląskie;185;2;6982;191
2020-05-24;17:30;świętokrzyskie;8;0;382;20
2020-05-25;17:30;Polska;305;11;21631;1007
2020-05-25;17:30;dolnośląskie;37;2;2455;98
2020-05-25;17:30;kujawsko-pomorskie;1;1;594;46
2020-05-25;17:30;lubelskie;12;0;446;15
2020-05-25;17:30;lubuskie;5;0;108;0
2020-05-25;17:30;mazowieckie;66;6;3283;253
2020-05-25;17:30;małopolskie;0;0;1176;40
2020-05-25;17:30;opolskie;5;0;598;45
2020-05-25;17:30;podkarpackie;0;0;378;35
2020-05-25;17:30;podlaskie;5;0;423;9
2020-05-25;17:30;pomorskie;7;0;540;30
2020-05-25;17:30;warmińsko-mazurskie;0;0;175;1
2020-05-25;17:30;wielkopolskie;-15;1;2040;146
2020-05-25;17:30;zachodniopomorskie;-1;0;521;19
2020-05-25;17:30;łódzkie;15;0;1362;58
2020-05-25;17:30;śląskie;158;1;7140;192
2020-05-25;17:30;świętokrzyskie;10;0;392;20
2020-05-26;17:30;Polska;443;17;22074;1024
2020-05-26;17:30;dolnośląskie;16;3;2471;101
2020-05-26;17:30;kujawsko-pomorskie;0;0;594;46
2020-05-26;17:30;lubelskie;3;0;449;15
2020-05-26;17:30;lubuskie;3;0;111;0
2020-05-26;17:30;mazowieckie;76;3;3359;256
2020-05-26;17:30;małopolskie;3;0;1179;40
2020-05-26;17:30;opolskie;3;2;601;47
2020-05-26;17:30;podkarpackie;0;0;378;35
2020-05-26;17:30;podlaskie;7;0;430;9
2020-05-26;17:30;pomorskie;2;2;542;32
2020-05-26;17:30;warmińsko-mazurskie;4;0;179;1
2020-05-26;17:30;wielkopolskie;19;1;2059;147
2020-05-26;17:30;zachodniopomorskie;4;0;525;19
2020-05-26;17:30;łódzkie;22;3;1384;61
2020-05-26;17:30;śląskie;274;2;7414;194
2020-05-26;17:30;świętokrzyskie;7;1;399;21
2020-05-27;17:30;Polska;399;4;22473;1028
2020-05-27;17:30;dolnośląskie;41;0;2512;101
2020-05-27;17:30;kujawsko-pomorskie;1;0;595;46
2020-05-27;17:30;lubelskie;22;0;471;15
2020-05-27;17:30;lubuskie;0;0;111;0
2020-05-27;17:30;mazowieckie;37;0;3396;256
2020-05-27;17:30;małopolskie;2;0;1181;40
2020-05-27;17:30;opolskie;9;0;610;47
2020-05-27;17:30;podkarpackie;0;0;378;35
2020-05-27;17:30;podlaskie;9;0;439;9
2020-05-27;17:30;pomorskie;4;1;546;33
2020-05-27;17:30;warmińsko-mazurskie;0;0;179;1
2020-05-27;17:30;wielkopolskie;59;0;2118;147
2020-05-27;17:30;zachodniopomorskie;2;0;527;19
2020-05-27;17:30;łódzkie;28;2;1412;63
2020-05-27;17:30;śląskie;176;1;7590;195
2020-05-27;17:30;świętokrzyskie;9;0;408;21
2020-05-28;17:30;Polska;352;10;22825;1038
2020-05-28;17:30;dolnośląskie;18;1;2530;102
2020-05-28;17:30;kujawsko-pomorskie;0;0;595;46
2020-05-28;17:30;lubelskie;16;0;487;15
2020-05-28;17:30;lubuskie;2;0;113;0
2020-05-28;17:30;mazowieckie;65;1;3461;257
2020-05-28;17:30;małopolskie;9;0;1190;40
2020-05-28;17:30;opolskie;12;0;622;47
2020-05-28;17:30;podkarpackie;2;0;380;35
2020-05-28;17:30;podlaskie;3;0;442;9
2020-05-28;17:30;pomorskie;2;0;548;33
2020-05-28;17:30;warmińsko-mazurskie;0;0;179;1
2020-05-28;17:30;wielkopolskie;15;2;2133;149
2020-05-28;17:30;zachodniopomorskie;0;0;527;19
2020-05-28;17:30;łódzkie;46;0;1458;63
2020-05-28;17:30;śląskie;138;6;7728;201
2020-05-28;17:30;świętokrzyskie;24;0;432;21
2020-05-29;17:30;Polska;330;13;23155;1051
2020-05-29;17:30;dolnośląskie;26;0;2556;102
2020-05-29;17:30;kujawsko-pomorskie;-1;0;594;46
2020-05-29;17:30;lubelskie;-1;0;486;15
2020-05-29;17:30;lubuskie;1;0;114;0
2020-05-29;17:30;mazowieckie;33;5;3494;262
2020-05-29;17:30;małopolskie;9;0;1199;40
2020-05-29;17:30;opolskie;9;0;631;47
2020-05-29;17:30;podkarpackie;2;0;382;35
2020-05-29;17:30;podlaskie;3;0;445;9
2020-05-29;17:30;pomorskie;4;1;552;34
2020-05-29;17:30;warmińsko-mazurskie;0;0;179;1
2020-05-29;17:30;wielkopolskie;13;2;2146;151
2020-05-29;17:30;zachodniopomorskie;4;0;531;19
2020-05-29;17:30;łódzkie;30;1;1488;64
2020-05-29;17:30;śląskie;191;3;7919;204
2020-05-29;17:30;świętokrzyskie;7;1;439;22
2020-05-30;17:30;Polska;416;10;23571;1061
2020-05-30;17:30;dolnośląskie;25;2;2581;104
2020-05-30;17:30;kujawsko-pomorskie;0;0;594;46
2020-05-30;17:30;lubelskie;0;0;486;15
2020-05-30;17:30;lubuskie;2;0;116;0
2020-05-30;17:30;mazowieckie;52;2;3546;264
2020-05-30;17:30;małopolskie;16;0;1215;40
2020-05-30;17:30;opolskie;11;0;642;47
2020-05-30;17:30;podkarpackie;0;0;382;35
2020-05-30;17:30;podlaskie;4;0;449;9
2020-05-30;17:30;pomorskie;0;1;552;35
2020-05-30;17:30;warmińsko-mazurskie;0;0;179;1
2020-05-30;17:30;wielkopolskie;1;1;2147;152
2020-05-30;17:30;zachodniopomorskie;4;0;535;19
2020-05-30;17:30;łódzkie;35;2;1523;66
2020-05-30;17:30;śląskie;232;2;8151;206
2020-05-30;17:30;świętokrzyskie;34;0;473;22
2020-05-31;17:30;Polska;215;3;23786;1064
2020-05-31;17:30;dolnośląskie;13;0;2594;104
2020-05-31;17:30;kujawsko-pomorskie;0;0;594;46
2020-05-31;17:30;lubelskie;7;0;493;15
2020-05-31;17:30;lubuskie;0;0;116;0
2020-05-31;17:30;mazowieckie;35;0;3581;264
2020-05-31;17:30;małopolskie;10;0;1225;40
2020-05-31;17:30;opolskie;1;0;643;47
2020-05-31;17:30;podkarpackie;5;0;387;35
2020-05-31;17:30;podlaskie;1;0;450;9
2020-05-31;17:30;pomorskie;1;0;553;35
2020-05-31;17:30;warmińsko-mazurskie;0;0;179;1
2020-05-31;17:30;wielkopolskie;3;1;2150;153
2020-05-31;17:30;zachodniopomorskie;1;0;536;19
2020-05-31;17:30;łódzkie;30;0;1553;66
2020-05-31;17:30;śląskie;101;2;8252;208
2020-05-31;17:30;świętokrzyskie;7;0;480;22
2020-06-01;17:30;Polska;379;10;24165;1074
2020-06-01;17:30;dolnośląskie;36;1;2630;105
2020-06-01;17:30;kujawsko-pomorskie;-1;1;593;47
2020-06-01;17:30;lubelskie;2;0;495;15
2020-06-01;17:30;lubuskie;2;0;118;0
2020-06-01;17:30;mazowieckie;47;5;3628;269
2020-06-01;17:30;małopolskie;7;0;1232;40
2020-06-01;17:30;opolskie;9;0;652;47
2020-06-01;17:30;podkarpackie;0;0;387;35
2020-06-01;17:30;podlaskie;8;0;458;9
2020-06-01;17:30;pomorskie;5;0;558;35
2020-06-01;17:30;warmińsko-mazurskie;0;0;179;1
2020-06-01;17:30;wielkopolskie;5;0;2155;153
2020-06-01;17:30;zachodniopomorskie;0;0;536;19
2020-06-01;17:30;łódzkie;57;0;1610;66
2020-06-01;17:30;śląskie;196;3;8448;211
2020-06-01;17:30;świętokrzyskie;6;0;486;22
2020-06-02;17:30;Polska;230;18;24395;1092
2020-06-02;17:30;dolnośląskie;9;0;2639;105
2020-06-02;17:30;kujawsko-pomorskie;1;0;594;47
2020-06-02;17:30;lubelskie;0;0;495;15
2020-06-02;17:30;lubuskie;2;0;120;0
2020-06-02;17:30;mazowieckie;32;6;3660;275
2020-06-02;17:30;małopolskie;9;0;1241;40
2020-06-02;17:30;opolskie;14;1;666;48
2020-06-02;17:30;podkarpackie;0;0;387;35
2020-06-02;17:30;podlaskie;5;0;463;9
2020-06-02;17:30;pomorskie;1;0;559;35
2020-06-02;17:30;warmińsko-mazurskie;0;0;179;1
2020-06-02;17:30;wielkopolskie;33;0;2188;153
2020-06-02;17:30;zachodniopomorskie;5;0;541;19
2020-06-02;17:30;łódzkie;3;5;1613;71
2020-06-02;17:30;śląskie;109;6;8557;217
2020-06-02;17:30;świętokrzyskie;7;0;493;22
2020-06-03;17:30;Polska;292;23;24687;1115
2020-06-03;17:30;dolnośląskie;10;7;2649;112
2020-06-03;17:30;kujawsko-pomorskie;1;0;595;47
2020-06-03;17:30;lubelskie;8;0;503;15
2020-06-03;17:30;lubuskie;2;0;122;0
2020-06-03;17:30;mazowieckie;28;4;3688;279
2020-06-03;17:30;małopolskie;16;0;1257;40
2020-06-03;17:30;opolskie;19;1;685;49
2020-06-03;17:30;podkarpackie;1;1;388;36
2020-06-03;17:30;podlaskie;10;0;473;9
2020-06-03;17:30;pomorskie;0;0;559;35
2020-06-03;17:30;warmińsko-mazurskie;0;0;179;1
