dat;powiat;nc
2020-05-09;starogardzki;0
2020-05-09;chojnicki;0
2020-05-09;sztumski;0
2020-05-09;kwidzyński;0
2020-05-09;kościerski;0
2020-05-09;nowodworski;0
2020-05-09;słupski;0
2020-05-09;lęborski;0
2020-05-09;człuchowski;0
2020-05-10;Gdynia;0
2020-05-10;Gdańsk;0
2020-05-10;Słupsk;0
2020-05-10;Sopot;0
2020-05-10;tczewski;2
2020-05-10;gdański;0
2020-05-10;kartuski;1
2020-05-10;bytowski;0
2020-05-10;malborski;0
2020-05-10;pucki;0
2020-05-10;wejherowski;0
2020-05-10;starogardzki;0
2020-05-10;chojnicki;0
2020-05-10;sztumski;0
2020-05-10;kwidzyński;0
2020-05-10;kościerski;0
2020-05-10;nowodworski;0
2020-05-10;słupski;0
2020-05-10;lęborski;0
2020-05-10;człuchowski;0
2020-05-11;Gdynia;0
2020-05-11;Gdańsk;1
2020-05-11;Słupsk;0
2020-05-11;Sopot;0
2020-05-11;tczewski;1
2020-05-11;gdański;0
2020-05-11;kartuski;1
2020-05-11;bytowski;0
2020-05-11;malborski;0
2020-05-11;pucki;0
2020-05-11;wejherowski;1
2020-05-11;starogardzki;0
2020-05-11;chojnicki;0
2020-05-11;sztumski;0
2020-05-11;kwidzyński;0
2020-05-11;kościerski;0
2020-05-11;nowodworski;0
2020-05-11;słupski;0
2020-05-11;lęborski;0
2020-05-11;człuchowski;0
2020-05-12;Gdynia;0
2020-05-12;Gdańsk;2
2020-05-12;Słupsk;0
2020-05-12;Sopot;0
2020-05-12;tczewski;1
2020-05-12;gdański;0
2020-05-12;kartuski;0
2020-05-12;bytowski;0
2020-05-12;malborski;0
2020-05-12;pucki;0
2020-05-12;wejherowski;0
2020-05-12;starogardzki;0
2020-05-12;chojnicki;0
2020-05-12;sztumski;1
2020-05-12;kwidzyński;0
2020-05-12;kościerski;0
2020-05-12;nowodworski;0
2020-05-12;słupski;0
2020-05-12;lęborski;0
2020-05-12;człuchowski;0
2020-05-13;Gdynia;0
2020-05-13;Gdańsk;0
2020-05-13;Słupsk;0
2020-05-13;Sopot;0
2020-05-13;tczewski;0
2020-05-13;gdański;0
2020-05-13;kartuski;0
2020-05-13;bytowski;0
2020-05-13;malborski;0
2020-05-13;pucki;0
2020-05-13;wejherowski;0
2020-05-13;starogardzki;0
2020-05-13;chojnicki;0
2020-05-13;sztumski;0
2020-05-13;kwidzyński;0
2020-05-13;kościerski;0
2020-05-13;nowodworski;0
2020-05-13;słupski;0
2020-05-13;lęborski;0
2020-05-13;człuchowski;0
2020-05-14;Gdynia;0
2020-05-14;Gdańsk;0
2020-05-14;Słupsk;0
2020-05-14;Sopot;0
2020-05-14;tczewski;1
2020-05-14;gdański;0
2020-05-14;kartuski;0
2020-05-14;bytowski;0
2020-05-14;malborski;0
2020-05-14;pucki;0
2020-05-14;wejherowski;0
2020-05-14;starogardzki;0
2020-05-14;chojnicki;0
2020-05-14;sztumski;0
2020-05-14;kwidzyński;0
2020-05-14;kościerski;0
2020-05-14;nowodworski;0
2020-05-14;słupski;0
2020-05-14;lęborski;0
2020-05-14;człuchowski;0
2020-05-15;Gdynia;0
2020-05-15;Gdańsk;0
2020-05-15;Słupsk;0
2020-05-15;Sopot;0
2020-05-15;tczewski;0
2020-05-15;gdański;0
2020-05-15;kartuski;0
2020-05-15;bytowski;0
2020-05-15;malborski;0
2020-05-15;pucki;0
2020-05-15;wejherowski;0
2020-05-15;starogardzki;0
2020-05-15;chojnicki;0
2020-05-15;sztumski;0
2020-05-15;kwidzyński;0
2020-05-15;kościerski;0
2020-05-15;nowodworski;0
2020-05-15;słupski;0
2020-05-15;lęborski;0
2020-05-15;człuchowski;0
2020-05-16;Gdynia;0
2020-05-16;Gdańsk;0
2020-05-16;Słupsk;0
2020-05-16;Sopot;0
2020-05-16;tczewski;0
2020-05-16;gdański;0
2020-05-16;kartuski;0
2020-05-16;bytowski;0
2020-05-16;malborski;0
2020-05-16;pucki;0
2020-05-16;wejherowski;0
2020-05-16;starogardzki;0
2020-05-16;chojnicki;0
2020-05-16;sztumski;1
2020-05-16;kwidzyński;0
2020-05-16;kościerski;0
2020-05-16;nowodworski;0
2020-05-16;słupski;0
2020-05-16;lęborski;0
2020-05-16;człuchowski;0
2020-05-17;Gdynia;0
2020-05-17;Gdańsk;0
2020-05-17;Słupsk;0
2020-05-17;Sopot;0
2020-05-17;tczewski;1
2020-05-17;gdański;0
2020-05-17;kartuski;0
2020-05-17;bytowski;0
2020-05-17;malborski;0
2020-05-17;pucki;0
2020-05-17;wejherowski;1
2020-05-17;starogardzki;0
2020-05-17;chojnicki;0
2020-05-17;sztumski;0
2020-05-17;kwidzyński;0
2020-05-17;kościerski;0
2020-05-17;nowodworski;0
2020-05-17;słupski;0
2020-05-17;lęborski;0
2020-05-17;człuchowski;0
2020-05-18;Gdynia;0
2020-05-18;Gdańsk;0
2020-05-18;Słupsk;0
2020-05-18;Sopot;0
2020-05-18;tczewski;0
2020-05-18;gdański;0
2020-05-18;kartuski;0
2020-05-18;bytowski;0
2020-05-18;malborski;0
2020-05-18;pucki;0
2020-05-18;wejherowski;0
2020-05-18;starogardzki;0
2020-05-18;chojnicki;0
2020-05-18;sztumski;0
2020-05-18;kwidzyński;0
2020-05-18;kościerski;0
2020-05-18;nowodworski;0
2020-05-18;słupski;0
2020-05-18;lęborski;0
2020-05-18;człuchowski;0
2020-05-19;Gdynia;0
2020-05-19;Gdańsk;0
2020-05-19;Słupsk;0
2020-05-19;Sopot;0
2020-05-19;tczewski;0
2020-05-19;gdański;0
2020-05-19;kartuski;0
2020-05-19;bytowski;0
2020-05-19;malborski;0
2020-05-19;pucki;0
2020-05-19;wejherowski;0
2020-05-19;starogardzki;0
2020-05-19;chojnicki;0
2020-05-19;sztumski;0
2020-05-19;kwidzyński;0
2020-05-19;kościerski;0
2020-05-19;nowodworski;0
2020-05-19;słupski;0
2020-05-19;lęborski;0
2020-05-19;człuchowski;0
2020-05-20;Gdynia;0
2020-05-20;Gdańsk;0
2020-05-20;Słupsk;0
2020-05-20;Sopot;0
2020-05-20;tczewski;0
2020-05-20;gdański;0
2020-05-20;kartuski;0
2020-05-20;bytowski;0
2020-05-20;malborski;2
2020-05-20;pucki;1
2020-05-20;wejherowski;0
2020-05-20;starogardzki;0
2020-05-20;chojnicki;0
2020-05-20;sztumski;1
2020-05-20;kwidzyński;0
2020-05-20;kościerski;0
2020-05-20;nowodworski;0
2020-05-20;słupski;0
2020-05-20;lęborski;0
2020-05-20;człuchowski;0
2020-05-21;Gdynia;0
2020-05-21;Gdańsk;1
2020-05-21;Słupsk;0
2020-05-21;Sopot;0
2020-05-21;tczewski;0
2020-05-21;gdański;0
2020-05-21;kartuski;1
2020-05-21;bytowski;0
2020-05-21;malborski;0
2020-05-21;pucki;0
2020-05-21;wejherowski;0
2020-05-21;starogardzki;0
2020-05-21;chojnicki;0
2020-05-21;sztumski;0
2020-05-21;kwidzyński;0
2020-05-21;kościerski;0
2020-05-21;nowodworski;0
2020-05-21;słupski;0
2020-05-21;lęborski;0
2020-05-21;człuchowski;1
2020-05-22;Gdynia;0
2020-05-22;Gdańsk;0
2020-05-22;Słupsk;0
2020-05-22;Sopot;0
2020-05-22;tczewski;0
2020-05-22;gdański;0
2020-05-22;kartuski;0
2020-05-22;bytowski;0
2020-05-22;malborski;3
2020-05-22;pucki;0
2020-05-22;wejherowski;0
2020-05-22;starogardzki;0
2020-05-22;chojnicki;0
2020-05-22;sztumski;1
2020-05-22;kwidzyński;0
2020-05-22;kościerski;0
2020-05-22;nowodworski;0
2020-05-22;słupski;0
2020-05-22;lęborski;0
2020-05-22;człuchowski;0
2020-05-23;Gdynia;0
2020-05-23;Gdańsk;0
2020-05-23;Słupsk;0
2020-05-23;Sopot;0
2020-05-23;tczewski;0
2020-05-23;gdański;0
2020-05-23;kartuski;0
2020-05-23;bytowski;0
2020-05-23;malborski;6
2020-05-23;pucki;0
2020-05-23;wejherowski;0
2020-05-23;starogardzki;0
2020-05-23;chojnicki;0
2020-05-23;sztumski;2
2020-05-23;kwidzyński;0
2020-05-23;kościerski;0
2020-05-23;nowodworski;0
2020-05-23;słupski;0
2020-05-23;lęborski;0
2020-05-23;człuchowski;0
2020-05-24;Gdynia;0
2020-05-24;Gdańsk;0
2020-05-24;Słupsk;0
2020-05-24;Sopot;0
2020-05-24;tczewski;0
2020-05-24;gdański;0
2020-05-24;kartuski;0
2020-05-24;bytowski;0
2020-05-24;malborski;4
2020-05-24;pucki;0
2020-05-24;wejherowski;0
2020-05-24;starogardzki;0
2020-05-24;chojnicki;0
2020-05-24;sztumski;0
2020-05-24;kwidzyński;0
2020-05-24;kościerski;0
2020-05-24;nowodworski;0
2020-05-24;słupski;0
2020-05-24;lęborski;0
2020-05-24;człuchowski;0
2020-05-25;Gdynia;0
2020-05-25;Gdańsk;0
2020-05-25;Słupsk;0
2020-05-25;Sopot;0
2020-05-25;tczewski;0
2020-05-25;gdański;0
2020-05-25;kartuski;0
2020-05-25;bytowski;0
2020-05-25;malborski;3
2020-05-25;pucki;0
2020-05-25;wejherowski;0
2020-05-25;starogardzki;0
2020-05-25;chojnicki;0
2020-05-25;sztumski;0
2020-05-25;kwidzyński;0
2020-05-25;kościerski;0
2020-05-25;nowodworski;0
2020-05-25;słupski;0
2020-05-25;lęborski;0
2020-05-25;człuchowski;0
2020-05-26;Gdynia;0
2020-05-26;Gdańsk;0
2020-05-26;Słupsk;0
2020-05-26;Sopot;0
2020-05-26;tczewski;0
2020-05-26;gdański;0
2020-05-26;kartuski;0
2020-05-26;bytowski;0
2020-05-26;malborski;1
2020-05-26;pucki;0
2020-05-26;wejherowski;0
2020-05-26;starogardzki;0
2020-05-26;chojnicki;0
2020-05-26;sztumski;0
2020-05-26;kwidzyński;0
2020-05-26;kościerski;0
2020-05-26;nowodworski;0
2020-05-26;słupski;0
2020-05-26;lęborski;0
2020-05-26;człuchowski;0
2020-05-27;Gdynia;0
2020-05-27;Gdańsk;1
2020-05-27;Słupsk;0
2020-05-27;Sopot;0
2020-05-27;tczewski;0
2020-05-27;gdański;0
2020-05-27;kartuski;0
2020-05-27;bytowski;0
2020-05-27;malborski;3
2020-05-27;pucki;0
2020-05-27;wejherowski;0
2020-05-27;starogardzki;0
2020-05-27;chojnicki;0
2020-05-27;sztumski;0
2020-05-27;kwidzyński;0
2020-05-27;kościerski;0
2020-05-27;nowodworski;0
2020-05-27;słupski;0
2020-05-27;lęborski;0
2020-05-27;człuchowski;0
2020-05-28;Gdynia;0
2020-05-28;Gdańsk;0
2020-05-28;Słupsk;0
2020-05-28;Sopot;0
2020-05-28;tczewski;0
2020-05-28;gdański;0
2020-05-28;kartuski;0
2020-05-28;bytowski;0
2020-05-28;malborski;0
2020-05-28;pucki;0
2020-05-28;wejherowski;0
2020-05-28;starogardzki;0
2020-05-28;chojnicki;0
2020-05-28;sztumski;0
2020-05-28;kwidzyński;0
2020-05-28;kościerski;0
2020-05-28;nowodworski;0
2020-05-28;słupski;0
2020-05-28;lęborski;0
2020-05-28;człuchowski;0
2020-05-30;Gdynia;0
2020-05-30;Gdańsk;0
2020-05-30;Słupsk;0
2020-05-30;Sopot;0
2020-05-30;tczewski;0
2020-05-30;gdański;0
2020-05-30;kartuski;0
2020-05-30;bytowski;0
2020-05-30;malborski;0
2020-05-30;pucki;0
2020-05-30;wejherowski;0
2020-05-30;starogardzki;0
2020-05-30;chojnicki;0
2020-05-30;sztumski;0
2020-05-30;kwidzyński;0
2020-05-30;kościerski;0
2020-05-30;nowodworski;0
2020-05-30;słupski;0
2020-05-30;lęborski;0
2020-05-30;człuchowski;0
2020-05-31;Gdynia;0
2020-05-31;Gdańsk;0
2020-05-31;Słupsk;0
2020-05-31;Sopot;0
2020-05-31;tczewski;0
2020-05-31;gdański;0
2020-05-31;kartuski;0
2020-05-31;bytowski;0
2020-05-31;malborski;1
2020-05-31;pucki;0
2020-05-31;wejherowski;0
2020-05-31;starogardzki;0
2020-05-31;chojnicki;0
2020-05-31;sztumski;0
2020-05-31;kwidzyński;0
2020-05-31;kościerski;0
2020-05-31;nowodworski;0
2020-05-31;słupski;0
2020-05-31;lęborski;0
2020-05-31;człuchowski;0
2020-06-01;Gdynia;0
2020-06-01;Gdańsk;0
2020-06-01;Słupsk;0
2020-06-01;Sopot;0
2020-06-01;tczewski;0
2020-06-01;gdański;1
2020-06-01;kartuski;0
2020-06-01;bytowski;0
2020-06-01;malborski;0
2020-06-01;pucki;0
2020-06-01;wejherowski;0
2020-06-01;starogardzki;2
2020-06-01;chojnicki;0
2020-06-01;sztumski;0
2020-06-01;kwidzyński;0
2020-06-01;kościerski;0
2020-06-01;nowodworski;0
2020-06-01;słupski;0
2020-06-01;lęborski;0
2020-06-01;człuchowski;0
2020-06-02;Gdynia;0
2020-06-02;Gdańsk;0
2020-06-02;Słupsk;0
2020-06-02;Sopot;0
2020-06-02;tczewski;0
2020-06-02;gdański;0
2020-06-02;kartuski;0
2020-06-02;bytowski;0
2020-06-02;malborski;0
2020-06-02;pucki;0
2020-06-02;wejherowski;0
2020-06-02;starogardzki;0
2020-06-02;chojnicki;0
2020-06-02;sztumski;0
2020-06-02;kwidzyński;0
2020-06-02;kościerski;0
2020-06-02;nowodworski;0
2020-06-02;słupski;0
2020-06-02;lęborski;0
2020-06-02;człuchowski;0
2020-06-03;Gdynia;0
2020-06-03;Gdańsk;0
2020-06-03;Słupsk;0
2020-06-03;Sopot;0
2020-06-03;tczewski;0
2020-06-03;gdański;0
2020-06-03;kartuski;0
2020-06-03;bytowski;0
2020-06-03;malborski;0
2020-06-03;pucki;0
2020-06-03;wejherowski;0
2020-06-03;starogardzki;0
2020-06-03;chojnicki;0
2020-06-03;sztumski;0
2020-06-03;kwidzyński;0
2020-06-03;kościerski;0
2020-06-03;nowodworski;0
2020-06-03;słupski;0
2020-06-03;lęborski;0
2020-06-03;człuchowski;0
2020-06-04;Gdynia;0
2020-06-04;Gdańsk;0
2020-06-04;Słupsk;0
2020-06-04;Sopot;0
2020-06-04;tczewski;0
2020-06-04;gdański;0
2020-06-04;kartuski;0
2020-06-04;bytowski;0
2020-06-04;malborski;0
2020-06-04;pucki;0
2020-06-04;wejherowski;0
2020-06-04;starogardzki;0
2020-06-04;chojnicki;0
2020-06-04;sztumski;0
2020-06-04;kwidzyński;0
2020-06-04;kościerski;0
2020-06-04;nowodworski;0
2020-06-04;słupski;0
2020-06-04;lęborski;0
2020-06-04;człuchowski;0
2020-06-05;Gdynia;0
2020-06-05;Gdańsk;0
2020-06-05;Słupsk;0
2020-06-05;Sopot;0
2020-06-05;tczewski;0
2020-06-05;gdański;0
2020-06-05;kartuski;0
2020-06-05;bytowski;0
2020-06-05;malborski;2
2020-06-05;pucki;0
2020-06-05;wejherowski;0
2020-06-05;starogardzki;0
2020-06-05;chojnicki;0
2020-06-05;sztumski;0
2020-06-05;kwidzyński;0
2020-06-05;kościerski;1
2020-06-05;nowodworski;0
2020-06-05;słupski;0
2020-06-05;lęborski;0
2020-06-05;człuchowski;0
2020-06-06;Gdynia;0
2020-06-06;Gdańsk;0
2020-06-06;Słupsk;0
2020-06-06;Sopot;0
2020-06-06;tczewski;0
2020-06-06;gdański;0
2020-06-06;kartuski;0
2020-06-06;bytowski;0
2020-06-06;malborski;0
2020-06-06;pucki;0
2020-06-06;wejherowski;1
2020-06-06;starogardzki;0
2020-06-06;chojnicki;0
2020-06-06;sztumski;0
2020-06-06;kwidzyński;0
2020-06-06;kościerski;0
2020-06-06;nowodworski;0
2020-06-06;słupski;2
2020-06-06;lęborski;0
2020-06-06;człuchowski;0
2020-06-07;Gdynia;0
2020-06-07;Gdańsk;0
2020-06-07;Słupsk;0
2020-06-07;Sopot;0
2020-06-07;tczewski;0
2020-06-07;gdański;0
2020-06-07;kartuski;0
2020-06-07;bytowski;0
2020-06-07;malborski;0
2020-06-07;pucki;0
2020-06-07;wejherowski;0
2020-06-07;starogardzki;0
2020-06-07;chojnicki;0
2020-06-07;sztumski;0
2020-06-07;kwidzyński;0
2020-06-07;kościerski;0
2020-06-07;nowodworski;0
2020-06-07;słupski;0
2020-06-07;lęborski;0
2020-06-07;człuchowski;0
2020-06-08;Gdynia;0
2020-06-08;Gdańsk;0
2020-06-08;Słupsk;0
2020-06-08;Sopot;0
2020-06-08;tczewski;0
2020-06-08;gdański;0
2020-06-08;kartuski;0
2020-06-08;bytowski;0
2020-06-08;malborski;0
2020-06-08;pucki;0
2020-06-08;wejherowski;0
2020-06-08;starogardzki;0
2020-06-08;chojnicki;0
2020-06-08;sztumski;0
2020-06-08;kwidzyński;0
2020-06-08;kościerski;0
2020-06-08;nowodworski;0
2020-06-08;słupski;0
2020-06-08;lęborski;0
2020-06-08;człuchowski;0
2020-06-09;Gdynia;1
2020-06-09;Gdańsk;4
2020-06-09;Słupsk;0
2020-06-09;Sopot;0
2020-06-09;tczewski;0
2020-06-09;gdański;0
2020-06-09;kartuski;0
2020-06-09;bytowski;0
2020-06-09;malborski;0
2020-06-09;pucki;0
2020-06-09;wejherowski;0
2020-06-09;starogardzki;0
2020-06-09;chojnicki;0
2020-06-09;sztumski;0
2020-06-09;kwidzyński;0
2020-06-09;kościerski;0
2020-06-09;nowodworski;0
2020-06-09;słupski;0
2020-06-09;lęborski;0
2020-06-09;człuchowski;0
2020-06-10;Gdynia;0
2020-06-10;Gdańsk;0
2020-06-10;Słupsk;0
2020-06-10;Sopot;0
2020-06-10;tczewski;0
2020-06-10;gdański;0
2020-06-10;kartuski;0
2020-06-10;bytowski;0
2020-06-10;malborski;0
2020-06-10;pucki;0
2020-06-10;wejherowski;0
2020-06-10;starogardzki;0
2020-06-10;chojnicki;0
2020-06-10;sztumski;0
2020-06-10;kwidzyński;0
2020-06-10;kościerski;5
2020-06-10;nowodworski;0
2020-06-10;słupski;0
2020-06-10;lęborski;0
2020-06-10;człuchowski;0
2020-06-11;Gdynia;0
2020-06-11;Gdańsk;0
2020-06-11;Słupsk;0
2020-06-11;Sopot;0
2020-06-11;tczewski;0
2020-06-11;gdański;0
2020-06-11;kartuski;0
2020-06-11;bytowski;0
2020-06-11;malborski;0
2020-06-11;pucki;0
2020-06-11;wejherowski;0
2020-06-11;starogardzki;0
2020-06-11;chojnicki;0
2020-06-11;sztumski;0
2020-06-11;kwidzyński;0
2020-06-11;kościerski;0
2020-06-11;nowodworski;0
2020-06-11;słupski;0
2020-06-11;lęborski;0
2020-06-11;człuchowski;0
2020-06-12;Gdynia;0
2020-06-12;Gdańsk;0
2020-06-12;Słupsk;0
2020-06-12;Sopot;0
2020-06-12;tczewski;0
2020-06-12;gdański;0
2020-06-12;kartuski;1
2020-06-12;bytowski;0
2020-06-12;malborski;0
2020-06-12;pucki;0
2020-06-12;wejherowski;0
2020-06-12;starogardzki;0
2020-06-12;chojnicki;0
2020-06-12;sztumski;0
2020-06-12;kwidzyński;0
2020-06-12;kościerski;0
2020-06-12;nowodworski;0
2020-06-12;słupski;0
2020-06-12;lęborski;0
2020-06-12;człuchowski;0
2020-06-13;Gdynia;0
2020-06-13;Gdańsk;3
2020-06-13;Słupsk;0
2020-06-13;Sopot;0
2020-06-13;tczewski;0
2020-06-13;gdański;0
2020-06-13;kartuski;0
2020-06-13;bytowski;0
2020-06-13;malborski;0
2020-06-13;pucki;0
2020-06-13;wejherowski;1
2020-06-13;starogardzki;0
2020-06-13;chojnicki;0
2020-06-13;sztumski;0
2020-06-13;kwidzyński;0
2020-06-13;kościerski;2
2020-06-13;nowodworski;0
2020-06-13;słupski;0
2020-06-13;lęborski;0
2020-06-13;człuchowski;0
2020-06-14;Gdynia;0
2020-06-14;Gdańsk;1
2020-06-14;Słupsk;0
2020-06-14;Sopot;0
2020-06-14;tczewski;0
2020-06-14;gdański;0
2020-06-14;kartuski;0
2020-06-14;bytowski;0
2020-06-14;malborski;0
2020-06-14;pucki;0
2020-06-14;wejherowski;0
2020-06-14;starogardzki;0
2020-06-14;chojnicki;0
2020-06-14;sztumski;0
2020-06-14;kwidzyński;0
2020-06-14;kościerski;0
2020-06-14;nowodworski;0
2020-06-14;słupski;0
2020-06-14;lęborski;0
2020-06-14;człuchowski;0
2020-06-15;Gdynia;0
2020-06-15;Gdańsk;0
2020-06-15;Słupsk;0
2020-06-15;Sopot;0
2020-06-15;tczewski;0
2020-06-15;gdański;0
2020-06-15;kartuski;0
2020-06-15;bytowski;0
2020-06-15;malborski;0
2020-06-15;pucki;0
2020-06-15;wejherowski;0
2020-06-15;starogardzki;0
2020-06-15;chojnicki;0
2020-06-15;sztumski;0
2020-06-15;kwidzyński;0
2020-06-15;kościerski;0
2020-06-15;nowodworski;0
2020-06-15;słupski;0
2020-06-15;lęborski;0
2020-06-15;człuchowski;0
2020-06-16;Gdynia;0
2020-06-16;Gdańsk;0
2020-06-16;Słupsk;0
2020-06-16;Sopot;0
2020-06-16;tczewski;0
2020-06-16;gdański;0
2020-06-16;kartuski;0
2020-06-16;bytowski;0
2020-06-16;malborski;0
2020-06-16;pucki;0
2020-06-16;wejherowski;1
2020-06-16;starogardzki;0
2020-06-16;chojnicki;1
2020-06-16;sztumski;0
2020-06-16;kwidzyński;0
2020-06-16;kościerski;0
2020-06-16;nowodworski;0
2020-06-16;słupski;0
2020-06-16;lęborski;0
2020-06-16;człuchowski;0
2020-06-17;Gdynia;0
2020-06-17;Gdańsk;4
2020-06-17;Słupsk;0
2020-06-17;Sopot;1
2020-06-17;tczewski;0
2020-06-17;gdański;0
2020-06-17;kartuski;0
2020-06-17;bytowski;0
2020-06-17;malborski;1
2020-06-17;pucki;0
2020-06-17;wejherowski;0
2020-06-17;starogardzki;0
2020-06-17;chojnicki;0
2020-06-17;sztumski;0
2020-06-17;kwidzyński;0
2020-06-17;kościerski;0
2020-06-17;nowodworski;0
2020-06-17;słupski;0
2020-06-17;lęborski;0
2020-06-17;człuchowski;0
2020-06-18;Gdynia;0
2020-06-18;Gdańsk;2
2020-06-18;Słupsk;0
2020-06-18;Sopot;0
2020-06-18;tczewski;0
2020-06-18;gdański;0
2020-06-18;kartuski;0
2020-06-18;bytowski;0
2020-06-18;malborski;0
2020-06-18;pucki;0
2020-06-18;wejherowski;0
2020-06-18;starogardzki;0
2020-06-18;chojnicki;0
2020-06-18;sztumski;0
2020-06-18;kwidzyński;0
2020-06-18;kościerski;0
2020-06-18;nowodworski;0
2020-06-18;słupski;1
2020-06-18;lęborski;0
2020-06-18;człuchowski;0
2020-06-19;Gdynia;0
2020-06-19;Gdańsk;1
2020-06-19;Słupsk;0
2020-06-19;Sopot;0
2020-06-19;tczewski;0
2020-06-19;gdański;0
2020-06-19;kartuski;0
2020-06-19;bytowski;0
2020-06-19;malborski;0
2020-06-19;pucki;0
2020-06-19;wejherowski;0
2020-06-19;starogardzki;0
2020-06-19;chojnicki;1
2020-06-19;sztumski;0
2020-06-19;kwidzyński;0
2020-06-19;kościerski;0
2020-06-19;nowodworski;0
2020-06-19;słupski;0
2020-06-19;lęborski;0
2020-06-19;człuchowski;0
2020-06-20;Gdynia;0
2020-06-20;Gdańsk;1
2020-06-20;Słupsk;0
2020-06-20;Sopot;0
2020-06-20;tczewski;0
2020-06-20;gdański;0
2020-06-20;kartuski;0
2020-06-20;bytowski;0
2020-06-20;malborski;1
2020-06-20;pucki;0
2020-06-20;wejherowski;0
2020-06-20;starogardzki;0
2020-06-20;chojnicki;0
2020-06-20;sztumski;0
2020-06-20;kwidzyński;0
2020-06-20;kościerski;0
2020-06-20;nowodworski;0
2020-06-20;słupski;0
2020-06-20;lęborski;0
2020-06-20;człuchowski;0
2020-06-21;Gdynia;0
2020-06-21;Gdańsk;1
2020-06-21;Słupsk;0
2020-06-21;Sopot;0
2020-06-21;tczewski;0
2020-06-21;gdański;0
2020-06-21;kartuski;7
2020-06-21;bytowski;2
2020-06-21;malborski;1
2020-06-21;pucki;0
2020-06-21;wejherowski;0
2020-06-21;starogardzki;0
2020-06-21;chojnicki;1
2020-06-21;sztumski;0
2020-06-21;kwidzyński;0
2020-06-21;kościerski;0
2020-06-21;nowodworski;0
2020-06-21;słupski;0
2020-06-21;lęborski;0
2020-06-21;człuchowski;0
2020-06-22;Gdynia;0
2020-06-22;Gdańsk;0
2020-06-22;Słupsk;0
2020-06-22;Sopot;0
2020-06-22;tczewski;0
2020-06-22;gdański;0
2020-06-22;kartuski;1
2020-06-22;bytowski;0
2020-06-22;malborski;0
2020-06-22;pucki;1
2020-06-22;wejherowski;0
2020-06-22;starogardzki;0
2020-06-22;chojnicki;0
2020-06-22;sztumski;0
2020-06-22;kwidzyński;0
2020-06-22;kościerski;0
2020-06-22;nowodworski;0
2020-06-22;słupski;0
2020-06-22;lęborski;0
2020-06-22;człuchowski;0
2020-06-23;Gdynia;0
2020-06-23;Gdańsk;0
2020-06-23;Słupsk;0
2020-06-23;Sopot;1
2020-06-23;tczewski;0
2020-06-23;gdański;0
2020-06-23;kartuski;0
2020-06-23;bytowski;2
2020-06-23;malborski;14
2020-06-23;pucki;1
2020-06-23;wejherowski;0
2020-06-23;starogardzki;0
2020-06-23;chojnicki;1
2020-06-23;sztumski;0
2020-06-23;kwidzyński;0
2020-06-23;kościerski;0
2020-06-23;nowodworski;0
2020-06-23;słupski;0
2020-06-23;lęborski;0
2020-06-23;człuchowski;0
2020-06-24;Gdynia;0
2020-06-24;Gdańsk;0
2020-06-24;Słupsk;0
2020-06-24;Sopot;0
2020-06-24;tczewski;0
2020-06-24;gdański;0
2020-06-24;kartuski;0
2020-06-24;bytowski;0
2020-06-24;malborski;2
2020-06-24;pucki;0
2020-06-24;wejherowski;0
2020-06-24;starogardzki;5
2020-06-24;chojnicki;0
2020-06-24;sztumski;0
2020-06-24;kwidzyński;0
2020-06-24;kościerski;0
2020-06-24;nowodworski;0
2020-06-24;słupski;0
2020-06-24;lęborski;0
2020-06-24;człuchowski;0
2020-06-25;Gdynia;0
2020-06-25;Gdańsk;0
2020-06-25;Słupsk;0
2020-06-25;Sopot;0
2020-06-25;tczewski;0
2020-06-25;gdański;0
2020-06-25;kartuski;0
2020-06-25;bytowski;0
2020-06-25;malborski;1
2020-06-25;pucki;0
2020-06-25;wejherowski;0
2020-06-25;starogardzki;0
2020-06-25;chojnicki;0
2020-06-25;sztumski;0
2020-06-25;kwidzyński;0
2020-06-25;kościerski;0
2020-06-25;nowodworski;2
2020-06-25;słupski;0
2020-06-25;lęborski;0
2020-06-25;człuchowski;0
2020-06-26;Gdynia;0
2020-06-26;Gdańsk;0
2020-06-26;Słupsk;1
2020-06-26;Sopot;0
2020-06-26;tczewski;0
2020-06-26;gdański;0
2020-06-26;kartuski;0
2020-06-26;bytowski;0
2020-06-26;malborski;1
2020-06-26;pucki;0
2020-06-26;wejherowski;0
2020-06-26;starogardzki;0
2020-06-26;chojnicki;0
2020-06-26;sztumski;0
2020-06-26;kwidzyński;0
2020-06-26;kościerski;1
2020-06-26;nowodworski;0
2020-06-26;słupski;0
2020-06-26;lęborski;0
2020-06-26;człuchowski;0
2020-06-27;Gdynia;0
2020-06-27;Gdańsk;0
2020-06-27;Słupsk;0
2020-06-27;Sopot;0
2020-06-27;tczewski;0
2020-06-27;gdański;0
2020-06-27;kartuski;0
2020-06-27;bytowski;0
2020-06-27;malborski;4
2020-06-27;pucki;0
2020-06-27;wejherowski;0
2020-06-27;starogardzki;0
2020-06-27;chojnicki;0
2020-06-27;sztumski;0
2020-06-27;kwidzyński;0
2020-06-27;kościerski;0
2020-06-27;nowodworski;0
2020-06-27;słupski;0
2020-06-27;lęborski;0
2020-06-27;człuchowski;0
2020-06-28;Gdynia;0
2020-06-28;Gdańsk;0
2020-06-28;Słupsk;0
2020-06-28;Sopot;2
2020-06-28;tczewski;0
