dat;powiat;nc
2020-08-16;Gdynia;13
2020-08-16;Gdańsk;17
2020-08-16;Słupsk;1
2020-08-16;Sopot;0
2020-08-16;tczewski;1
2020-08-16;gdański;2
2020-08-16;kartuski;8
2020-08-16;bytowski;0
2020-08-16;malborski;0
2020-08-16;pucki;3
2020-08-16;wejherowski;3
2020-08-16;starogardzki;0
2020-08-16;chojnicki;0
2020-08-16;sztumski;0
2020-08-16;kwidzyński;0
2020-08-16;kościerski;0
2020-08-16;nowodworski;1
2020-08-16;słupski;0
2020-08-16;lęborski;0
2020-08-16;człuchowski;0
2020-08-18;Gdynia;6
2020-08-18;Gdańsk;13
2020-08-18;Słupsk;0
2020-08-18;Sopot;0
2020-08-18;tczewski;0
2020-08-18;gdański;5
2020-08-18;kartuski;6
2020-08-18;bytowski;0
2020-08-18;malborski;0
2020-08-18;pucki;3
2020-08-18;wejherowski;9
2020-08-18;starogardzki;7
2020-08-18;chojnicki;0
2020-08-18;sztumski;0
2020-08-18;kwidzyński;0
2020-08-18;kościerski;1
2020-08-18;nowodworski;0
2020-08-18;słupski;0
2020-08-18;lęborski;1
2020-08-18;człuchowski;0
2020-08-19;Gdynia;3
2020-08-19;Gdańsk;19
2020-08-19;Słupsk;1
2020-08-19;Sopot;1
2020-08-19;tczewski;1
2020-08-19;gdański;4
2020-08-19;kartuski;5
2020-08-19;bytowski;1
2020-08-19;malborski;3
2020-08-19;pucki;1
2020-08-19;wejherowski;6
2020-08-19;starogardzki;7
2020-08-19;chojnicki;0
2020-08-19;sztumski;2
2020-08-19;kwidzyński;2
2020-08-19;kościerski;0
2020-08-19;nowodworski;0
2020-08-19;słupski;0
2020-08-19;lęborski;3
2020-08-19;człuchowski;0
2020-08-20;Gdynia;17
2020-08-20;Gdańsk;15
2020-08-20;Słupsk;0
2020-08-20;Sopot;1
2020-08-20;tczewski;0
2020-08-20;gdański;3
2020-08-20;kartuski;0
2020-08-20;bytowski;1
2020-08-20;malborski;0
2020-08-20;pucki;4
2020-08-20;wejherowski;8
2020-08-20;starogardzki;12
2020-08-20;chojnicki;1
2020-08-20;sztumski;1
2020-08-20;kwidzyński;0
2020-08-20;kościerski;1
2020-08-20;nowodworski;2
2020-08-20;słupski;0
2020-08-20;lęborski;0
2020-08-20;człuchowski;1
2020-08-21;Gdynia;3
2020-08-21;Gdańsk;16
2020-08-21;Słupsk;0
2020-08-21;Sopot;2
2020-08-21;tczewski;11
2020-08-21;gdański;5
2020-08-21;kartuski;4
2020-08-21;bytowski;0
2020-08-21;malborski;1
2020-08-21;pucki;6
2020-08-21;wejherowski;10
2020-08-21;starogardzki;24
2020-08-21;chojnicki;3
2020-08-21;sztumski;1
2020-08-21;kwidzyński;0
2020-08-21;kościerski;1
2020-08-21;nowodworski;1
2020-08-21;słupski;0
2020-08-21;lęborski;1
2020-08-21;człuchowski;0
2020-08-22;Gdynia;10
2020-08-22;Gdańsk;17
2020-08-22;Słupsk;0
2020-08-22;Sopot;2
2020-08-22;tczewski;6
2020-08-22;gdański;3
2020-08-22;kartuski;2
2020-08-22;bytowski;0
2020-08-22;malborski;2
2020-08-22;pucki;2
2020-08-22;wejherowski;7
2020-08-22;starogardzki;9
2020-08-22;chojnicki;0
2020-08-22;sztumski;1
2020-08-22;kwidzyński;0
2020-08-22;kościerski;1
2020-08-22;nowodworski;0
2020-08-22;słupski;0
2020-08-22;lęborski;1
2020-08-22;człuchowski;2
2020-08-23;Gdynia;7
2020-08-23;Gdańsk;28
2020-08-23;Słupsk;0
2020-08-23;Sopot;4
2020-08-23;tczewski;2
2020-08-23;gdański;1
2020-08-23;kartuski;16
2020-08-23;bytowski;0
2020-08-23;malborski;1
2020-08-23;pucki;2
2020-08-23;wejherowski;16
2020-08-23;starogardzki;0
2020-08-23;chojnicki;0
2020-08-23;sztumski;5
2020-08-23;kwidzyński;1
2020-08-23;kościerski;0
2020-08-23;nowodworski;1
2020-08-23;słupski;0
2020-08-23;lęborski;1
2020-08-23;człuchowski;0
2020-08-24;Gdynia;6
2020-08-24;Gdańsk;12
2020-08-24;Słupsk;0
2020-08-24;Sopot;4
2020-08-24;tczewski;0
2020-08-24;gdański;0
2020-08-24;kartuski;10
2020-08-24;bytowski;0
2020-08-24;malborski;0
2020-08-24;pucki;2
2020-08-24;wejherowski;10
2020-08-24;starogardzki;8
2020-08-24;chojnicki;3
2020-08-24;sztumski;1
2020-08-24;kwidzyński;0
2020-08-24;kościerski;0
2020-08-24;nowodworski;0
2020-08-24;słupski;1
2020-08-24;lęborski;2
2020-08-24;człuchowski;0
2020-08-25;Gdynia;4
2020-08-25;Gdańsk;19
2020-08-25;Słupsk;0
2020-08-25;Sopot;2
2020-08-25;tczewski;9
2020-08-25;gdański;1
2020-08-25;kartuski;24
2020-08-25;bytowski;2
2020-08-25;malborski;5
2020-08-25;pucki;2
2020-08-25;wejherowski;14
2020-08-25;starogardzki;6
2020-08-25;chojnicki;0
2020-08-25;sztumski;0
2020-08-25;kwidzyński;0
2020-08-25;kościerski;4
2020-08-25;nowodworski;0
2020-08-25;słupski;0
2020-08-25;lęborski;0
2020-08-25;człuchowski;0
2020-08-26;Gdynia;12
2020-08-26;Gdańsk;25
2020-08-26;Słupsk;0
2020-08-26;Sopot;0
2020-08-26;tczewski;1
2020-08-26;gdański;2
2020-08-26;kartuski;2
2020-08-26;bytowski;0
2020-08-26;malborski;2
2020-08-26;pucki;3
2020-08-26;wejherowski;6
2020-08-26;starogardzki;3
2020-08-26;chojnicki;1
2020-08-26;sztumski;1
2020-08-26;kwidzyński;1
2020-08-26;kościerski;0
2020-08-26;nowodworski;0
2020-08-26;słupski;0
2020-08-26;lęborski;0
2020-08-26;człuchowski;0
2020-08-27;Gdynia;6
2020-08-27;Gdańsk;24
2020-08-27;Słupsk;0
2020-08-27;Sopot;1
2020-08-27;tczewski;6
2020-08-27;gdański;5
2020-08-27;kartuski;3
2020-08-27;bytowski;1
2020-08-27;malborski;0
2020-08-27;pucki;1
2020-08-27;wejherowski;7
2020-08-27;starogardzki;7
2020-08-27;chojnicki;3
2020-08-27;sztumski;0
2020-08-27;kwidzyński;0
2020-08-27;kościerski;7
2020-08-27;nowodworski;0
2020-08-27;słupski;0
2020-08-27;lęborski;0
2020-08-27;człuchowski;0
2020-08-28;Gdynia;5
2020-08-28;Gdańsk;14
2020-08-28;Słupsk;0
2020-08-28;Sopot;0
2020-08-28;tczewski;0
2020-08-28;gdański;2
2020-08-28;kartuski;5
2020-08-28;bytowski;0
2020-08-28;malborski;1
2020-08-28;pucki;2
2020-08-28;wejherowski;9
2020-08-28;starogardzki;0
2020-08-28;chojnicki;0
2020-08-28;sztumski;0
2020-08-28;kwidzyński;0
2020-08-28;kościerski;0
2020-08-28;nowodworski;1
2020-08-28;słupski;2
2020-08-28;lęborski;0
2020-08-28;człuchowski;0
2020-08-29;Gdynia;11
2020-08-29;Gdańsk;6
2020-08-29;Słupsk;0
2020-08-29;Sopot;0
2020-08-29;tczewski;3
2020-08-29;gdański;3
2020-08-29;kartuski;4
2020-08-29;bytowski;0
2020-08-29;malborski;1
2020-08-29;pucki;1
2020-08-29;wejherowski;2
2020-08-29;starogardzki;6
2020-08-29;chojnicki;1
2020-08-29;sztumski;0
2020-08-29;kwidzyński;0
2020-08-29;kościerski;3
2020-08-29;nowodworski;1
2020-08-29;słupski;0
2020-08-29;lęborski;0
2020-08-29;człuchowski;1
2020-08-30;Gdynia;7
2020-08-30;Gdańsk;16
2020-08-30;Słupsk;0
2020-08-30;Sopot;0
2020-08-30;tczewski;0
2020-08-30;gdański;3
2020-08-30;kartuski;5
2020-08-30;bytowski;0
2020-08-30;malborski;0
2020-08-30;pucki;4
2020-08-30;wejherowski;3
2020-08-30;starogardzki;10
2020-08-30;chojnicki;1
2020-08-30;sztumski;0
2020-08-30;kwidzyński;1
2020-08-30;kościerski;1
2020-08-30;nowodworski;1
2020-08-30;słupski;0
2020-08-30;lęborski;0
2020-08-30;człuchowski;0
2020-08-31;Gdynia;5
2020-08-31;Gdańsk;9
2020-08-31;Słupsk;0
2020-08-31;Sopot;0
2020-08-31;tczewski;9
2020-08-31;gdański;2
2020-08-31;kartuski;5
2020-08-31;bytowski;0
2020-08-31;malborski;0
2020-08-31;pucki;3
2020-08-31;wejherowski;7
2020-08-31;starogardzki;27
2020-08-31;chojnicki;0
2020-08-31;sztumski;0
2020-08-31;kwidzyński;2
2020-08-31;kościerski;3
2020-08-31;nowodworski;0
2020-08-31;słupski;2
2020-08-31;lęborski;1
2020-08-31;człuchowski;0
2020-09-01;Gdynia;3
2020-09-01;Gdańsk;6
2020-09-01;Słupsk;0
2020-09-01;Sopot;0
2020-09-01;tczewski;1
2020-09-01;gdański;0
2020-09-01;kartuski;6
2020-09-01;bytowski;0
2020-09-01;malborski;1
2020-09-01;pucki;0
2020-09-01;wejherowski;2
2020-09-01;starogardzki;5
2020-09-01;chojnicki;0
2020-09-01;sztumski;2
2020-09-01;kwidzyński;1
2020-09-01;kościerski;7
2020-09-01;nowodworski;0
2020-09-01;słupski;0
2020-09-01;lęborski;0
2020-09-01;człuchowski;0
2020-09-02;Gdynia;3
2020-09-02;Gdańsk;14
2020-09-02;Słupsk;0
2020-09-02;Sopot;1
2020-09-02;tczewski;3
2020-09-02;gdański;0
2020-09-02;kartuski;3
2020-09-02;bytowski;1
2020-09-02;malborski;0
2020-09-02;pucki;1
2020-09-02;wejherowski;9
2020-09-02;starogardzki;0
2020-09-02;chojnicki;0
2020-09-02;sztumski;0
2020-09-02;kwidzyński;1
2020-09-02;kościerski;6
2020-09-02;nowodworski;0
2020-09-02;słupski;0
2020-09-02;lęborski;0
2020-09-02;człuchowski;0
2020-09-03;Gdynia;6
2020-09-03;Gdańsk;11
2020-09-03;Słupsk;0
2020-09-03;Sopot;1
2020-09-03;tczewski;2
2020-09-03;gdański;7
2020-09-03;kartuski;4
2020-09-03;bytowski;0
2020-09-03;malborski;0
2020-09-03;pucki;1
2020-09-03;wejherowski;5
2020-09-03;starogardzki;3
2020-09-03;chojnicki;1
2020-09-03;sztumski;1
2020-09-03;kwidzyński;0
2020-09-03;kościerski;0
2020-09-03;nowodworski;1
2020-09-03;słupski;1
2020-09-03;lęborski;0
2020-09-03;człuchowski;0
2020-09-04;Gdynia;4
2020-09-04;Gdańsk;10
2020-09-04;Słupsk;0
2020-09-04;Sopot;0
2020-09-04;tczewski;1
2020-09-04;gdański;2
2020-09-04;kartuski;10
2020-09-04;bytowski;0
2020-09-04;malborski;1
2020-09-04;pucki;0
2020-09-04;wejherowski;2
2020-09-04;starogardzki;4
2020-09-04;chojnicki;1
2020-09-04;sztumski;0
2020-09-04;kwidzyński;0
2020-09-04;kościerski;6
2020-09-04;nowodworski;0
2020-09-04;słupski;0
2020-09-04;lęborski;0
2020-09-04;człuchowski;0
2020-09-05;Gdynia;8
2020-09-05;Gdańsk;11
2020-09-05;Słupsk;0
2020-09-05;Sopot;1
2020-09-05;tczewski;0
2020-09-05;gdański;4
2020-09-05;kartuski;6
2020-09-05;bytowski;2
2020-09-05;malborski;0
2020-09-05;pucki;3
2020-09-05;wejherowski;2
2020-09-05;starogardzki;1
2020-09-05;chojnicki;0
2020-09-05;sztumski;0
2020-09-05;kwidzyński;0
2020-09-05;kościerski;2
2020-09-05;nowodworski;0
2020-09-05;słupski;2
2020-09-05;lęborski;0
2020-09-05;człuchowski;0
2020-09-06;Gdynia;4
2020-09-06;Gdańsk;0
2020-09-06;Słupsk;1
2020-09-06;Sopot;2
2020-09-06;tczewski;4
2020-09-06;gdański;2
2020-09-06;kartuski;12
2020-09-06;bytowski;0
2020-09-06;malborski;0
2020-09-06;pucki;0
2020-09-06;wejherowski;1
2020-09-06;starogardzki;1
2020-09-06;chojnicki;0
2020-09-06;sztumski;1
2020-09-06;kwidzyński;1
2020-09-06;kościerski;0
2020-09-06;nowodworski;0
2020-09-06;słupski;0
2020-09-06;lęborski;0
2020-09-06;człuchowski;0
2020-09-07;Gdynia;3
2020-09-07;Gdańsk;5
2020-09-07;Słupsk;1
2020-09-07;Sopot;0
2020-09-07;tczewski;0
2020-09-07;gdański;1
2020-09-07;kartuski;1
2020-09-07;bytowski;1
2020-09-07;malborski;0
2020-09-07;pucki;0
2020-09-07;wejherowski;3
2020-09-07;starogardzki;2
2020-09-07;chojnicki;0
2020-09-07;sztumski;0
2020-09-07;kwidzyński;1
2020-09-07;kościerski;2
2020-09-07;nowodworski;0
2020-09-07;słupski;0
2020-09-07;lęborski;0
2020-09-07;człuchowski;0
2020-09-08;Gdynia;3
2020-09-08;Gdańsk;10
2020-09-08;Słupsk;0
2020-09-08;Sopot;0
2020-09-08;tczewski;0
2020-09-08;gdański;0
2020-09-08;kartuski;1
2020-09-08;bytowski;1
2020-09-08;malborski;0
2020-09-08;pucki;1
2020-09-08;wejherowski;8
2020-09-08;starogardzki;0
2020-09-08;chojnicki;1
2020-09-08;sztumski;0
2020-09-08;kwidzyński;0
2020-09-08;kościerski;0
2020-09-08;nowodworski;0
2020-09-08;słupski;1
2020-09-08;lęborski;0
2020-09-08;człuchowski;0
2020-09-09;Gdynia;6
2020-09-09;Gdańsk;7
2020-09-09;Słupsk;0
2020-09-09;Sopot;0
2020-09-09;tczewski;3
2020-09-09;gdański;2
2020-09-09;kartuski;2
2020-09-09;bytowski;13
2020-09-09;malborski;0
2020-09-09;pucki;1
2020-09-09;wejherowski;2
2020-09-09;starogardzki;1
2020-09-09;chojnicki;0
2020-09-09;sztumski;0
2020-09-09;kwidzyński;0
2020-09-09;kościerski;0
2020-09-09;nowodworski;0
2020-09-09;słupski;1
2020-09-09;lęborski;0
2020-09-09;człuchowski;0
2020-09-10;Gdynia;4
2020-09-10;Gdańsk;8
2020-09-10;Słupsk;0
2020-09-10;Sopot;0
2020-09-10;tczewski;0
2020-09-10;gdański;1
2020-09-10;kartuski;2
2020-09-10;bytowski;4
2020-09-10;malborski;0
2020-09-10;pucki;3
2020-09-10;wejherowski;4
2020-09-10;starogardzki;1
2020-09-10;chojnicki;0
2020-09-10;sztumski;0
2020-09-10;kwidzyński;4
2020-09-10;kościerski;0
2020-09-10;nowodworski;1
2020-09-10;słupski;0
2020-09-10;lęborski;0
2020-09-10;człuchowski;0
2020-09-11;Gdynia;5
2020-09-11;Gdańsk;14
2020-09-11;Słupsk;0
2020-09-11;Sopot;1
2020-09-11;tczewski;2
2020-09-11;gdański;2
2020-09-11;kartuski;1
2020-09-11;bytowski;1
2020-09-11;malborski;0
2020-09-11;pucki;5
2020-09-11;wejherowski;4
2020-09-11;starogardzki;2
2020-09-11;chojnicki;0
2020-09-11;sztumski;0
2020-09-11;kwidzyński;0
2020-09-11;kościerski;2
2020-09-11;nowodworski;0
2020-09-11;słupski;0
2020-09-11;lęborski;0
2020-09-11;człuchowski;0
2020-09-12;Gdynia;10
2020-09-12;Gdańsk;12
2020-09-12;Słupsk;0
2020-09-12;Sopot;0
2020-09-12;tczewski;1
2020-09-12;gdański;1
2020-09-12;kartuski;0
2020-09-12;bytowski;48
2020-09-12;malborski;0
2020-09-12;pucki;0
2020-09-12;wejherowski;2
2020-09-12;starogardzki;1
2020-09-12;chojnicki;1
2020-09-12;sztumski;0
2020-09-12;kwidzyński;1
2020-09-12;kościerski;2
2020-09-12;nowodworski;0
2020-09-12;słupski;0
2020-09-12;lęborski;0
2020-09-12;człuchowski;0
2020-09-13;Gdynia;7
2020-09-13;Gdańsk;8
2020-09-13;Słupsk;0
2020-09-13;Sopot;1
2020-09-13;tczewski;0
2020-09-13;gdański;2
2020-09-13;kartuski;3
2020-09-13;bytowski;16
2020-09-13;malborski;1
2020-09-13;pucki;8
2020-09-13;wejherowski;4
2020-09-13;starogardzki;0
2020-09-13;chojnicki;2
2020-09-13;sztumski;0
2020-09-13;kwidzyński;0
2020-09-13;kościerski;3
2020-09-13;nowodworski;0
2020-09-13;słupski;0
2020-09-13;lęborski;0
2020-09-13;człuchowski;0
2020-09-14;Gdynia;7
2020-09-14;Gdańsk;9
2020-09-14;Słupsk;3
2020-09-14;Sopot;1
2020-09-14;tczewski;4
2020-09-14;gdański;2
2020-09-14;kartuski;3
2020-09-14;bytowski;4
2020-09-14;malborski;0
2020-09-14;pucki;1
2020-09-14;wejherowski;9
2020-09-14;starogardzki;0
2020-09-14;chojnicki;0
2020-09-14;sztumski;0
2020-09-14;kwidzyński;0
2020-09-14;kościerski;1
2020-09-14;nowodworski;0
2020-09-14;słupski;1
2020-09-14;lęborski;1
2020-09-14;człuchowski;0
2020-09-15;Gdynia;5
2020-09-15;Gdańsk;8
2020-09-15;Słupsk;3
2020-09-15;Sopot;1
2020-09-15;tczewski;0
2020-09-15;gdański;0
2020-09-15;kartuski;2
2020-09-15;bytowski;12
2020-09-15;malborski;0
2020-09-15;pucki;1
2020-09-15;wejherowski;6
2020-09-15;starogardzki;0
2020-09-15;chojnicki;1
2020-09-15;sztumski;0
2020-09-15;kwidzyński;1
2020-09-15;kościerski;1
2020-09-15;nowodworski;0
2020-09-15;słupski;0
2020-09-15;lęborski;0
2020-09-15;człuchowski;0
2020-09-16;Gdynia;10
2020-09-16;Gdańsk;9
2020-09-16;Słupsk;0
2020-09-16;Sopot;0
2020-09-16;tczewski;2
2020-09-16;gdański;1
2020-09-16;kartuski;5
2020-09-16;bytowski;7
2020-09-16;malborski;1
2020-09-16;pucki;1
2020-09-16;wejherowski;9
2020-09-16;starogardzki;0
2020-09-16;chojnicki;4
2020-09-16;sztumski;0
2020-09-16;kwidzyński;1
2020-09-16;kościerski;2
2020-09-16;nowodworski;0
2020-09-16;słupski;1
2020-09-16;lęborski;0
2020-09-16;człuchowski;0
2020-09-17;Gdynia;5
2020-09-17;Gdańsk;14
2020-09-17;Słupsk;4
2020-09-17;Sopot;1
2020-09-17;tczewski;0
2020-09-17;gdański;0
2020-09-17;kartuski;49
2020-09-17;bytowski;36
2020-09-17;malborski;0
2020-09-17;pucki;3
2020-09-17;wejherowski;8
2020-09-17;starogardzki;1
2020-09-17;chojnicki;3
2020-09-17;sztumski;0
2020-09-17;kwidzyński;0
2020-09-17;kościerski;8
2020-09-17;nowodworski;0
2020-09-17;słupski;2
2020-09-17;lęborski;0
2020-09-17;człuchowski;0
2020-09-18;Gdynia;3
2020-09-18;Gdańsk;21
2020-09-18;Słupsk;2
2020-09-18;Sopot;1
2020-09-18;tczewski;0
2020-09-18;gdański;5
2020-09-18;kartuski;11
2020-09-18;bytowski;6
2020-09-18;malborski;0
2020-09-18;pucki;3
2020-09-18;wejherowski;6
2020-09-18;starogardzki;2
2020-09-18;chojnicki;5
2020-09-18;sztumski;0
2020-09-18;kwidzyński;2
2020-09-18;kościerski;4
2020-09-18;nowodworski;0
2020-09-18;słupski;2
2020-09-18;lęborski;0
2020-09-18;człuchowski;0
2020-09-19;Gdynia;13
2020-09-19;Gdańsk;13
2020-09-19;Słupsk;2
2020-09-19;Sopot;2
2020-09-19;tczewski;0
2020-09-19;gdański;0
2020-09-19;kartuski;26
2020-09-19;bytowski;1
2020-09-19;malborski;1
2020-09-19;pucki;6
2020-09-19;wejherowski;14
2020-09-19;starogardzki;2
2020-09-19;chojnicki;6
2020-09-19;sztumski;0
2020-09-19;kwidzyński;0
2020-09-19;kościerski;6
2020-09-19;nowodworski;1
2020-09-19;słupski;2
2020-09-19;lęborski;1
2020-09-19;człuchowski;0
2020-09-20;Gdynia;7
2020-09-20;Gdańsk;10
2020-09-20;Słupsk;8
2020-09-20;Sopot;2
2020-09-20;tczewski;3
2020-09-20;gdański;5
2020-09-20;kartuski;4
2020-09-20;bytowski;1
2020-09-20;malborski;0
2020-09-20;pucki;4
2020-09-20;wejherowski;0
2020-09-20;starogardzki;0
2020-09-20;chojnicki;2
2020-09-20;sztumski;0
2020-09-20;kwidzyński;1
2020-09-20;kościerski;6
2020-09-20;nowodworski;1
2020-09-20;słupski;1
2020-09-20;lęborski;0
2020-09-20;człuchowski;0
2020-09-21;Gdynia;13
2020-09-21;Gdańsk;11
2020-09-21;Słupsk;5
2020-09-21;Sopot;4
2020-09-21;tczewski;0
2020-09-21;gdański;7
2020-09-21;kartuski;16
2020-09-21;bytowski;3
2020-09-21;malborski;0
2020-09-21;pucki;11
2020-09-21;wejherowski;14
2020-09-21;starogardzki;1
2020-09-21;chojnicki;2
2020-09-21;sztumski;0
2020-09-21;kwidzyński;0
2020-09-21;kościerski;1
2020-09-21;nowodworski;0
2020-09-21;słupski;2
2020-09-21;lęborski;0
2020-09-21;człuchowski;0
2020-09-22;Gdynia;11
2020-09-22;Gdańsk;13
2020-09-22;Słupsk;2
2020-09-22;Sopot;5
2020-09-22;tczewski;5
2020-09-22;gdański;2
2020-09-22;kartuski;15
2020-09-22;bytowski;2
2020-09-22;malborski;0
2020-09-22;pucki;3
2020-09-22;wejherowski;18
2020-09-22;starogardzki;2
2020-09-22;chojnicki;1
2020-09-22;sztumski;0
2020-09-22;kwidzyński;0
2020-09-22;kościerski;2
2020-09-22;nowodworski;0
2020-09-22;słupski;0
2020-09-22;lęborski;2
2020-09-22;człuchowski;0
2020-09-23;Gdynia;8
2020-09-23;Gdańsk;28
2020-09-23;Słupsk;10
2020-09-23;Sopot;4
2020-09-23;tczewski;2
2020-09-23;gdański;7
2020-09-23;kartuski;9
2020-09-23;bytowski;6
2020-09-23;malborski;0
2020-09-23;pucki;5
2020-09-23;wejherowski;6
2020-09-23;starogardzki;2
2020-09-23;chojnicki;8
2020-09-23;sztumski;0
2020-09-23;kwidzyński;4
2020-09-23;kościerski;4
2020-09-23;nowodworski;8
2020-09-23;słupski;3
2020-09-23;lęborski;0
2020-09-23;człuchowski;0
2020-09-24;Gdynia;15
2020-09-24;Gdańsk;24
2020-09-24;Słupsk;9
2020-09-24;Sopot;17
2020-09-24;tczewski;3
2020-09-24;gdański;5
2020-09-24;kartuski;25
2020-09-24;bytowski;0
2020-09-24;malborski;1
2020-09-24;pucki;2
2020-09-24;wejherowski;20
2020-09-24;starogardzki;2
2020-09-24;chojnicki;2
2020-09-24;sztumski;0
2020-09-24;kwidzyński;4
2020-09-24;kościerski;3
2020-09-24;nowodworski;2
2020-09-24;słupski;7
2020-09-24;lęborski;2
2020-09-24;człuchowski;0
2020-09-25;Gdynia;14
2020-09-25;Gdańsk;29
2020-09-25;Słupsk;3
2020-09-25;Sopot;5
2020-09-25;tczewski;2
2020-09-25;gdański;9
2020-09-25;kartuski;24
2020-09-25;bytowski;6
2020-09-25;malborski;0
2020-09-25;pucki;4
2020-09-25;wejherowski;10
2020-09-25;starogardzki;2
2020-09-25;chojnicki;4
2020-09-25;sztumski;0
2020-09-25;kwidzyński;2
2020-09-25;kościerski;10
2020-09-25;nowodworski;0
2020-09-25;słupski;0
2020-09-25;lęborski;2
2020-09-25;człuchowski;1
2020-09-26;Gdynia;13
2020-09-26;Gdańsk;24
2020-09-26;Słupsk;10
2020-09-26;Sopot;3
2020-09-26;tczewski;4
2020-09-26;gdański;5
2020-09-26;kartuski;20
2020-09-26;bytowski;12
2020-09-26;malborski;5
2020-09-26;pucki;6
2020-09-26;wejherowski;17
2020-09-26;starogardzki;4
2020-09-26;chojnicki;13
2020-09-26;sztumski;0
2020-09-26;kwidzyński;0
2020-09-26;kościerski;3
2020-09-26;nowodworski;1
2020-09-26;słupski;10
2020-09-26;lęborski;0
2020-09-26;człuchowski;1
2020-09-27;Gdynia;15
2020-09-27;Gdańsk;26
2020-09-27;Słupsk;14
2020-09-27;Sopot;3
2020-09-27;tczewski;0
2020-09-27;gdański;8
2020-09-27;kartuski;58
2020-09-27;bytowski;0
2020-09-27;malborski;3
2020-09-27;pucki;9
2020-09-27;wejherowski;8
2020-09-27;starogardzki;5
2020-09-27;chojnicki;1
2020-09-27;sztumski;0
2020-09-27;kwidzyński;1
2020-09-27;kościerski;1
2020-09-27;nowodworski;6
2020-09-27;słupski;20
2020-09-27;lęborski;0
2020-09-27;człuchowski;0
2020-09-28;Gdynia;14
2020-09-28;Gdańsk;25
2020-09-28;Słupsk;9
2020-09-28;Sopot;3
2020-09-28;tczewski;3
2020-09-28;gdański;4
2020-09-28;kartuski;26
2020-09-28;bytowski;8
2020-09-28;malborski;1
2020-09-28;pucki;6
2020-09-28;wejherowski;11
2020-09-28;starogardzki;9
2020-09-28;chojnicki;4
2020-09-28;sztumski;0
2020-09-28;kwidzyński;1
2020-09-28;kościerski;11
2020-09-28;nowodworski;0
2020-09-28;słupski;14
2020-09-28;lęborski;0
2020-09-28;człuchowski;1
2020-09-29;Gdynia;15
2020-09-29;Gdańsk;30
2020-09-29;Słupsk;2
2020-09-29;Sopot;4
2020-09-29;tczewski;3
2020-09-29;gdański;6
2020-09-29;kartuski;7
2020-09-29;bytowski;5
2020-09-29;malborski;3
2020-09-29;pucki;4
2020-09-29;wejherowski;17
2020-09-29;starogardzki;2
2020-09-29;chojnicki;5
2020-09-29;sztumski;1
2020-09-29;kwidzyński;1
2020-09-29;kościerski;7
2020-09-29;nowodworski;2
2020-09-29;słupski;10
2020-09-29;lęborski;3
2020-09-29;człuchowski;0
2020-09-30;Gdynia;20
2020-09-30;Gdańsk;51
2020-09-30;Słupsk;1
2020-09-30;Sopot;7
2020-09-30;tczewski;10
2020-09-30;gdański;11
2020-09-30;kartuski;16
2020-09-30;bytowski;6
2020-09-30;malborski;2
2020-09-30;pucki;13
2020-09-30;wejherowski;16
2020-09-30;starogardzki;9
2020-09-30;chojnicki;3
2020-09-30;sztumski;0
2020-09-30;kwidzyński;1
2020-09-30;kościerski;9
2020-09-30;nowodworski;6
2020-09-30;słupski;9
2020-09-30;lęborski;4
2020-09-30;człuchowski;0
2020-10-01;Gdynia;21
2020-10-01;Gdańsk;41
2020-10-01;Słupsk;3
2020-10-01;Sopot;3
2020-10-01;tczewski;8
2020-10-01;gdański;7
2020-10-01;kartuski;18
2020-10-01;bytowski;1
2020-10-01;malborski;8
2020-10-01;pucki;8
2020-10-01;wejherowski;12
2020-10-01;starogardzki;5
2020-10-01;chojnicki;9
2020-10-01;sztumski;3
2020-10-01;kwidzyński;9
2020-10-01;kościerski;11
2020-10-01;nowodworski;1
2020-10-01;słupski;8
2020-10-01;lęborski;0
2020-10-01;człuchowski;0
2020-10-02;Gdynia;25
2020-10-02;Gdańsk;53
2020-10-02;Słupsk;7
2020-10-02;Sopot;7
2020-10-02;tczewski;3
2020-10-02;gdański;5
2020-10-02;kartuski;15
2020-10-02;bytowski;3
2020-10-02;malborski;1
2020-10-02;pucki;19
2020-10-02;wejherowski;15
2020-10-02;starogardzki;17
2020-10-02;chojnicki;8
2020-10-02;sztumski;0
2020-10-02;kwidzyński;3
2020-10-02;kościerski;11
2020-10-02;nowodworski;10
2020-10-02;słupski;18
2020-10-02;lęborski;6
2020-10-02;człuchowski;2
2020-10-03;Gdynia;23
2020-10-03;Gdańsk;36
2020-10-03;Słupsk;9
2020-10-03;Sopot;3
2020-10-03;tczewski;16
2020-10-03;gdański;4
2020-10-03;kartuski;25
2020-10-03;bytowski;2
2020-10-03;malborski;0
2020-10-03;pucki;4
2020-10-03;wejherowski;32
2020-10-03;starogardzki;15
2020-10-03;chojnicki;17
2020-10-03;sztumski;0
2020-10-03;kwidzyński;10
2020-10-03;kościerski;14
2020-10-03;nowodworski;2
2020-10-03;słupski;23
2020-10-03;lęborski;6
2020-10-03;człuchowski;3
2020-10-04;Gdynia;21
2020-10-04;Gdańsk;44
2020-10-04;Słupsk;5
2020-10-04;Sopot;7
2020-10-04;tczewski;18
2020-10-04;gdański;15
2020-10-04;kartuski;22
2020-10-04;bytowski;6
2020-10-04;malborski;2
2020-10-04;pucki;9
2020-10-04;wejherowski;10
2020-10-04;starogardzki;13
2020-10-04;chojnicki;5
2020-10-04;sztumski;5
