id;date;nc;tc;nd;td;nt;tt
CZ;2020-05-13;50;8287;4;289;7687;335525
CZ;2020-05-14;82;8369;3;292;6902;342427
CZ;2020-05-15;55;8424;2;294;6790;349217
CZ;2020-05-16;50;8474;1;295;4197;353414
CZ;2020-05-17;20;8494;2;297;3553;356967
CZ;2020-05-18;112;8606;3;300;7458;364425
CZ;2020-05-19;62;8668;2;302;8336;372761
CZ;2020-05-20;74;8742;5;307;7518;380279
CZ;2020-05-21;33;8775;3;310;7290;387569
CZ;2020-05-22;59;8834;2;312;7748;395317
CZ;2020-05-23;77;8911;1;313;5059;400376
CZ;2020-05-24;65;8976;1;314;3849;404225
CZ;2020-05-25;47;9023;1;315;7508;411733
CZ;2020-05-26;48;9071;1;316;7241;418974
CZ;2020-05-27;37;9108;0;316;6846;425820
CZ;2020-05-28;54;9162;2;318;6013;431833
CZ;2020-05-29;57;9219;0;318;6113;437946
CZ;2020-05-30;34;9253;0;318;3548;441494
CZ;2020-05-31;38;9291;0;318;2141;443635
CZ;2020-06-01;34;9325;2;320;5721;449356
CZ;2020-06-02;62;9387;1;321;6478;455834
CZ;2020-06-03;74;9461;1;322;5313;461147
CZ;2020-06-04;61;9522;3;325;5011;466158
CZ;2020-06-05;35;9557;0;325;4173;470331
CZ;2020-06-06;38;9595;0;325;2150;472481
CZ;2020-06-07;61;9656;1;326;2127;474608
CZ;2020-06-08;69;9725;0;326;4684;479292
CZ;2020-06-09;54;9779;1;327;4552;483844
CZ;2020-06-10;73;9852;1;328;4068;487912
CZ;2020-06-11;63;9915;1;329;3739;491651
CZ;2020-06-12;52;9967;1;330;3726;495377
CZ;2020-06-13;53;10020;0;330;1652;497029
CZ;2020-06-14;33;10053;1;331;1121;498150
CZ;2020-06-15;40;10093;1;332;3673;501823
CZ;2020-06-16;47;10140;1;333;4023;505846
CZ;2020-06-17;51;10191;1;334;4036;509882
CZ;2020-06-18;118;10309;2;336;4403;514285
CZ;2020-06-19;126;10435;1;337;3574;517859
CZ;2020-06-20;42;10477;1;338;1699;519558
CZ;2020-06-21;50;10527;1;339;1313;520871
CZ;2020-06-22;64;10591;1;340;3910;524781
CZ;2020-06-23;89;10680;0;340;4567;529348
CZ;2020-06-24;127;10807;4;344;4287;533635
CZ;2020-06-25;93;10900;0;344;4047;537682
CZ;2020-06-26;168;11068;1;345;4533;542215
CZ;2020-06-27;260;11328;1;346;2554;544769
CZ;2020-06-28;305;11633;0;346;2423;547192
CZ;2020-06-29;201;11834;0;346;4485;551677
CZ;2020-06-30;149;11983;1;347;4412;556089
CZ;2020-07-01;91;12074;0;347;4593;560682
CZ;2020-07-02;132;12206;1;348;4665;565347
CZ;2020-07-03;139;12345;0;348;5109;570456
CZ;2020-07-04;121;12466;2;350;1687;572143
CZ;2020-07-05;75;12541;2;352;1524;573667
CZ;2020-07-06;51;12592;1;353;1714;575381
CZ;2020-07-07;118;12710;0;353;4159;579540
CZ;2020-07-08;129;12839;0;353;5406;584946
CZ;2020-07-09;105;12944;1;354;4682;589628
CZ;2020-07-10;141;13085;0;354;5333;594961
CZ;2020-07-11;53;13138;0;354;2321;597282
CZ;2020-07-12;59;13197;1;355;1787;599069
CZ;2020-07-13;64;13261;1;356;4424;603493
CZ;2020-07-14;104;13365;2;358;4802;608295
CZ;2020-07-15;134;13499;0;358;4694;612989
CZ;2020-07-16;137;13636;0;358;4730;617719
CZ;2020-07-17;128;13764;2;360;4727;622446
CZ;2020-07-18;112;13876;0;360;2334;624780
CZ;2020-07-19;91;13967;1;361;1830;626610
CZ;2020-07-20;168;14135;0;361;5785;632395
CZ;2020-07-21;207;14342;2;363;6089;638484
CZ;2020-07-22;245;14587;2;365;6609;645093
CZ;2020-07-23;231;14818;1;366;5557;650650
CZ;2020-07-24;278;15096;3;369;6238;656888
CZ;2020-07-25;132;15228;2;371;3337;660225
CZ;2020-07-26;114;15342;1;372;1784;662009
CZ;2020-07-27;194;15536;2;374;6552;668561
CZ;2020-07-28;278;15814;2;376;7909;676470
CZ;2020-07-29;274;16088;2;378;7509;683979
CZ;2020-07-30;254;16342;2;380;7623;691602
CZ;2020-07-31;231;16573;2;382;8206;699808
CZ;2020-08-01;123;16696;2;384;4707;704515
CZ;2020-08-02;101;16797;2;386;2647;707162
CZ;2020-08-03;208;17005;2;388;7746;714908
CZ;2020-08-04;287;17292;2;390;8413;723321
CZ;2020-08-05;241;17533;1;391;6940;730261
CZ;2020-08-06;215;17748;1;392;7350;737611
CZ;2020-08-07;323;18071;0;392;9190;746801
CZ;2020-08-08;173;18244;0;392;5493;752294
CZ;2020-08-09;122;18366;1;393;2915;755209
CZ;2020-08-10;140;18506;0;393;6455;761664
CZ;2020-08-11;288;18794;2;395;8665;770329
CZ;2020-08-12;289;19083;0;395;7920;778249
CZ;2020-08-13;329;19412;1;396;7345;785594
CZ;2020-08-14;291;19703;2;398;7915;793509
CZ;2020-08-15;197;19900;2;400;5033;798542
CZ;2020-08-16;121;20021;2;402;2962;801504
CZ;2020-08-17;191;20212;4;406;7225;808729
CZ;2020-08-18;281;20493;0;406;7661;816390
CZ;2020-08-19;313;20806;3;409;7621;824011
CZ;2020-08-20;246;21052;3;412;8234;832245
CZ;2020-08-21;504;21556;3;415;9710;841955
CZ;2020-08-22;234;21790;0;415;5115;847070
CZ;2020-08-23;136;21926;3;418;2401;849471
CZ;2020-08-24;259;22185;1;419;7410;856881
CZ;2020-08-25;364;22549;2;421;8762;865643
CZ;2020-08-26;395;22944;1;422;8863;874506
CZ;2020-08-27;350;23294;0;422;9197;883703
CZ;2020-08-28;485;23779;0;422;10822;894525
CZ;2020-08-29;320;24099;3;425;6570;901095
CZ;2020-08-30;274;24373;1;426;3944;905039
CZ;2020-08-31;256;24629;1;427;9367;914406
CZ;2020-09-01;499;25128;1;428;11137;925543
CZ;2020-09-02;645;25773;0;428;11810;937353
CZ;2020-09-03;675;26448;4;432;11541;948894
CZ;2020-09-04;797;27245;3;435;13654;962548
CZ;2020-09-05;504;27749;5;440;7468;970016
CZ;2020-09-06;410;28159;3;443;4537;974553
CZ;2020-09-07;561;28720;2;445;11604;986157
CZ;2020-09-08;1161;29881;5;450;16115;1002272
CZ;2020-09-09;1158;31039;3;453;15506;1017778
CZ;2020-09-10;1382;32421;5;458;16329;1034107
CZ;2020-09-11;1443;33864;3;461;19217;1053324
CZ;2020-09-12;1537;35401;6;467;13246;1066570
CZ;2020-09-13;791;36192;5;472;7090;1073660
CZ;2020-09-14;1028;37220;6;478;17519;1091179
CZ;2020-09-15;1675;38895;10;488;20328;1111507
CZ;2020-09-16;2133;41028;7;495;20537;1132044
CZ;2020-09-17;3125;44153;7;502;23591;1155635
CZ;2020-09-18;2108;46261;12;514;21580;1177215
CZ;2020-09-19;2046;48307;8;522;15231;1192446
CZ;2020-09-20;984;49291;6;528;10561;1203007
CZ;2020-09-21;1476;50767;15;543;19410;1222417
CZ;2020-09-22;2388;53155;10;553;22400;1244817
CZ;2020-09-23;2307;55462;22;575;22441;1267258
CZ;2020-09-24;2906;58368;10;585;23160;1290418
CZ;2020-09-25;2946;61314;10;595;23132;1313550
CZ;2020-09-26;1981;63295;16;611;15388;1328938
CZ;2020-09-27;1304;64599;16;627;10469;1339407
CZ;2020-09-28;1284;65883;11;638;12218;1351625
CZ;2020-09-29;1963;67846;21;659;18317;1369942
CZ;2020-09-30;2926;70772;16;675;21092;1391034
CZ;2020-10-01;3502;74274;29;704;23921;1414955
CZ;2020-10-02;3795;78069;21;725;23639;1438594
CZ;2020-10-03;2554;80623;13;738;15201;1453795
CZ;2020-10-04;1840;82463;33;771;7776;1461571
CZ;2020-10-05;3118;85581;28;799;17768;1479339
CZ;2020-10-06;4458;90039;37;836;23045;1502384
CZ;2020-10-07;5338;95377;50;886;24020;1526404
CZ;2020-10-08;5394;100771;26;912;25073;1551477
CZ;2020-10-09;8616;109387;61;973;27741;1579218
CZ;2020-10-10;4636;114023;53;1026;18123;1597341
CZ;2020-10-11;3104;117127;42;1068;11504;1608845
CZ;2020-10-12;4308;121435;68;1136;22046;1630891
CZ;2020-10-13;8324;129759;52;1188;31638;1662529
CZ;2020-10-14;9545;139304;65;1253;34858;1697387
CZ;2020-10-15;9723;149027;61;1314;34806;1732193
CZ;2020-10-16;11104;160131;80;1394;38723;1770916
CZ;2020-10-17;8713;168844;81;1475;29279;1800195
CZ;2020-10-18;5058;173902;81;1556;17240;1817435
CZ;2020-10-19;8076;181978;107;1663;31125;1848560
CZ;2020-10-20;11984;193962;106;1769;40597;1889157
CZ;2020-10-21;14971;208933;126;1895;45223;1934380
CZ;2020-10-22;14155;223088;123;2018;46425;1980805
CZ;2020-10-23;15249;238337;122;2140;45252;2026057
CZ;2020-10-24;12472;250809;139;2279;39192;2065249
CZ;2020-10-25;7300;258109;149;2428;21593;2086842
CZ;2020-10-26;10272;268381;160;2588;35597;2122439
CZ;2020-10-27;15665;284046;191;2779;47498;2169937
CZ;2020-10-28;12978;297024;166;2945;40084;2210021
CZ;2020-10-29;13051;310075;197;3142;42577;2252598
CZ;2020-10-30;13603;323678;214;3356;46822;2299420
CZ;2020-10-31;11427;335105;190;3546;36296;2335716
CZ;2020-11-01;6551;341656;219;3765;20643;2356359
CZ;2020-11-02;9239;350895;219;3984;32728;2389087
CZ;2020-11-03;12088;362983;259;4243;43323;2432410
CZ;2020-11-04;15725;378708;224;4467;45484;2477894
CZ;2020-11-05;13233;391941;189;4656;43233;2521127
CZ;2020-11-06;11546;403487;209;4865;40325;2561452
CZ;2020-11-07;7720;411207;197;5062;26242;2587694
CZ;2020-11-08;3609;414816;202;5264;13727;2601421
CZ;2020-11-09;6048;420864;183;5447;30467;2631888
CZ;2020-11-10;9055;429919;210;5657;37274;2669162
CZ;2020-11-11;8920;438839;180;5837;32935;2702097
CZ;2020-11-12;7874;446713;163;6000;31173;2733270
CZ;2020-11-13;7358;454071;180;6180;31295;2764565
CZ;2020-11-14;4196;458267;180;6360;16193;2780758
CZ;2020-11-15;1890;460157;149;6509;9019;2789777
CZ;2020-11-16;5411;465568;166;6675;26066;2815843
CZ;2020-11-17;4246;469814;135;6810;17590;2833433
CZ;2020-11-18;5514;475328;147;6957;24523;2857956
CZ;2020-11-19;6470;481798;133;7090;26702;2884658
CZ;2020-11-20;5809;487607;115;7205;25845;2910503
CZ;2020-11-21;3191;490798;126;7331;14577;2925080
CZ;2020-11-22;1509;492307;115;7446;7221;2932301
CZ;2020-11-23;4380;496687;120;7566;23571;2955872
CZ;2020-11-24;5861;502548;129;7695;24623;2980495
CZ;2020-11-25;4928;507476;113;7808;22594;3003089
CZ;2020-11-26;4049;511525;118;7926;20451;3023540
CZ;2020-11-27;4459;515984;124;8050;23172;3046712
CZ;2020-11-28;2668;518652;102;8152;12101;3058813
CZ;2020-11-29;1074;519726;82;8234;6319;3065132
CZ;2020-11-30;3572;523298;61;8295;0;3065132
